DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
1987/11/21 05:02:07.00,38.0840,-78.3950,5.40,0.00,Mc,6,295,13,0.20,SE,
1987/11/29 02:10:51.40,36.8620,-83.1070,8.60,2.00,Mc,16,227,54,0.20,SE,
1987/11/30 07:02:44.10,36.0950,-83.8050,20.80,0.80,Mc,9,192,12,0.10,SE,
1987/12/29 13:39:10.90,35.8610,-83.9980,20.70,1.10,Mc,17,154,13,0.10,SE,
1988/02/07 08:39:29.40,36.3220,-83.5080,13.70,1.20,Mc,13,191,30,0.20,SE,
1988/02/12 14:47:38.70,35.7320,-83.9890,16.90,1.70,Mc,38,56,21,0.20,SE,
1988/02/14 11:40:47.10,36.0840,-83.5980,10.00,1.70,Mc,15,155,25,0.20,SE,
1988/02/17 11:30:23.90,36.2840,-83.4680,5.10,0.10,Mc,10,172,28,0.10,SE,
1988/02/18 06:06:11.20,36.5780,-82.2810,0.30,0.10,Mc,10,105,3,0.20,SE,
1988/02/19 08:04:44.10,36.5720,-82.2860,0.20,0.20,Mc,12,103,3,0.10,SE,
1988/02/20 20:31:02.40,35.8630,-83.6040,20.90,1.40,Mc,34,63,18,0.20,SE,
1988/02/25 18:33:39.40,36.6240,-82.3100,5.90,0.30,Mc,8,279,3,0.20,SE,
1988/03/02 18:28:10.60,36.2990,-83.4830,10.40,2.00,Mc,41,97,29,0.20,SE,
1988/03/09 11:58:55.60,36.1000,-83.5830,14.40,0.80,Mc,6,211,26,0.10,SE,
1988/03/11 16:39:32.60,35.8190,-83.9830,15.20,2.40,Mc,72,46,15,0.20,SE,
1988/04/14 05:42:35.50,35.5040,-83.4190,5.60,0.80,Mc,10,111,29,0.20,SE,
1988/04/24 00:08:47.60,36.1140,-83.7420,16.80,2.30,Mc,65,102,13,0.20,SE,
1988/05/02 11:13:32.10,36.1040,-83.7440,15.60,0.40,Mc,14,222,14,0.10,SE,
1988/05/05 03:07:03.80,36.5480,-83.6370,23.40,0.50,Mc,9,262,43,0.10,SE,
1988/05/22 15:00:32.10,36.9710,-83.7740,20.80,2.20,Mc,41,118,81,0.30,SE,
1988/05/26 09:53:40.50,35.8870,-83.9280,11.50,1.10,Mc,18,146,29,0.20,SE,
1988/05/27 15:06:25.90,35.7080,-83.9760,15.80,1.40,Mc,32,123,19,0.20,SE,
1988/06/14 13:37:51.70,36.1460,-83.6870,17.20,1.70,Mc,36,121,15,0.10,SE,
1988/06/30 12:57:31.50,36.1370,-83.4580,18.40,2.20,Mc,38,131,35,0.20,SE,
1988/07/04 22:56:18.80,36.8570,-83.8880,12.30,1.70,Mc,8,271,177,0.10,SE,
1988/07/06 01:58:47.90,36.3410,-83.5380,12.60,0.90,Mc,6,201,31,0.10,SE,
1988/07/09 14:48:39.70,37.2960,-80.4890,3.00,0.80,Mc,6,232,11,0.50,SE,
1988/08/20 03:48:54.10,36.7340,-81.1720,10.30,1.50,Mc,20,145,8,0.40,SE,
1988/08/23 22:00:28.40,36.3780,-83.5960,18.70,1.50,Mc,18,166,30,0.20,SE,
1988/08/26 03:42:58.40,36.6170,-81.4930,6.00,1.00,Mc,7,188,30,0.20,SE,
1988/09/07 02:35:41.50,38.1610,-83.8510,8.00,2.20,Mc,8,287,194,0.20,SE,
1988/09/09 09:59:36.20,38.1610,-83.8830,8.10,2.30,Mc,13,228,56,0.20,SE,
1988/09/15 22:40:59.70,35.9050,-83.6580,32.90,0.80,Mc,6,319,29,0.10,SE,
1988/09/19 17:18:23.00,38.1350,-83.9060,5.90,1.50,Mc,7,241,4,0.10,SE,
1988/10/01 07:49:43.50,36.1380,-83.8940,4.70,1.70,Mc,16,133,8,0.20,SE,
1988/10/07 22:29:38.50,38.1390,-83.8470,3.00,2.30,Mc,23,199,76,0.20,SE,
1988/10/29 02:45:49.20,36.6470,-83.5640,15.70,1.30,Mc,11,282,45,0.10,SE,
1988/11/24 22:37:50.40,36.0460,-83.6790,10.00,0.10,Mc,8,232,22,0.10,SE,
1988/12/04 17:15:05.60,37.1750,-82.4590,19.60,1.50,Mc,18,289,87,0.40,SE,
1988/12/11 18:56:59.80,36.7540,-80.7340,7.60,2.20,Mc,21,177,31,0.40,SE,
1989/01/19 11:38:25.60,35.6600,-83.6030,8.50,1.80,Mc,20,71,16,0.20,SE,
1989/01/21 07:54:43.50,36.3710,-82.3080,5.90,2.00,Mc,17,138,19,0.20,SE,
1989/02/26 00:34:05.00,36.4010,-82.1680,1.90,0.80,Mc,6,175,6,0.10,SE,
1989/02/27 05:05:05.20,35.7980,-83.9570,16.60,0.60,Mc,8,136,23,0.10,SE,
1989/03/06 19:57:21.50,35.8060,-83.9650,8.40,1.40,Mc,6,258,24,0.10,SE,
1989/03/16 09:05:52.50,36.2510,-83.5120,5.10,1.20,Mc,14,137,30,0.20,SE,
1989/03/19 10:07:55.80,37.7350,-82.0640,3.20,1.90,Mc,13,253,100,0.30,SE,
1989/04/03 10:13:07.20,36.0820,-83.6170,10.60,1.80,Mc,23,135,49,0.20,SE,
1989/04/07 03:55:06.20,38.0830,-83.7440,7.70,2.30,Mc,27,236,195,0.50,SE,
1989/04/13 11:18:57.30,36.0880,-83.7810,19.30,1.20,Mc,6,,48,,SE,
1989/04/29 19:34:32.60,36.1130,-82.3590,6.40,1.90,Mc,14,90,42,0.20,SE,
1989/05/26 17:21:45.50,35.7070,-83.7850,15.50,1.60,Mc,16,123,5,0.20,SE,
1989/05/27 04:09:07.90,36.3340,-82.3010,0.00,2.10,Mc,35,133,20,0.40,SE,
1989/06/09 09:44:22.30,36.0630,-83.6340,12.60,1.40,Mc,21,112,24,0.10,SE,
1989/06/13 02:32:29.30,36.6840,-83.6520,22.80,2.00,Mc,28,208,9,0.20,SE,
1989/06/15 06:09:02.50,36.3640,-83.7510,17.50,0.90,Mc,19,94,20,0.20,SE,
1989/06/18 03:00:20.60,35.9450,-82.4910,4.30,1.90,Mc,24,110,29,0.30,SE,
1989/06/21 13:35:02.40,37.2520,-80.7200,8.70,0.90,Mc,14,99,10,0.20,SE,
1989/07/01 13:00:58.30,35.9350,-82.4990,12.80,0.80,Mc,7,166,29,0.30,SE,
1989/07/19 13:58:03.40,36.0440,-83.6650,17.70,0.50,Mc,4,236,23,0.10,SE,
1989/07/30 20:38:59.70,36.0440,-83.9440,24.90,0.40,Mc,9,132,20,0.10,SE,
1989/08/31 05:43:11.00,35.7380,-80.4270,1.70,1.10,Mc,9,285,74,0.30,SE,
1989/09/11 00:22:08.90,37.3310,-80.7100,10.10,0.80,Mc,11,165,8,0.20,SE,
1989/09/17 16:08:11.20,35.7980,-83.7330,11.10,0.20,Mc,5,302,16,0.00,SE,
1989/10/02 10:31:03.30,35.5210,-82.8670,12.10,0.80,Mc,5,155,21,0.10,SE,
1989/10/08 12:54:09.10,36.3760,-81.2060,5.80,1.00,Mc,7,166,32,0.20,SE,
1989/10/27 07:39:47.80,35.7460,-83.9770,12.70,0.70,Mc,6,230,21,0.10,SE,
1989/11/12 12:18:10.30,36.7750,-83.5240,19.60,2.00,Mc,40,195,23,0.20,SE,
1989/11/21 11:04:25.90,36.4450,-81.7760,0.00,1.70,Mc,8,344,31,0.10,SE,
1989/12/02 18:02:27.70,36.6100,-83.9270,25.80,2.40,Mc,22,224,23,0.20,SE,
1989/12/15 08:47:44.50,35.9850,-83.8760,4.40,1.20,Mc,12,158,7,0.10,SE,
1989/12/29 12:51:12.70,36.2550,-83.7150,12.20,1.00,Mc,23,142,39,0.20,SE,
1990/01/03 04:25:14.90,37.0240,-81.8170,3.50,2.00,Mc,15,290,71,0.50,SE,
1990/01/23 00:41:05.79,42.5230,-71.5440,5.00,2.50,Unk,6,,,0.33,NEI,199001234001
1990/02/05 20:59:54.40,35.9170,-83.1620,4.10,1.70,Mc,20,109,23,0.20,SE,
1990/02/14 10:43:38.10,35.5800,-83.5230,10.00,1.30,Mc,16,169,24,0.20,SE,
1990/02/22 06:54:02.80,36.3490,-81.5890,6.00,1.30,Mc,7,191,33,0.30,SE,
1990/03/01 04:41:04.30,36.0740,-83.7080,3.20,1.50,Mc,16,108,18,0.20,SE,
1990/03/03 08:58:28.20,35.9790,-83.4720,0.50,1.50,Mc,16,99,12,0.20,SE,
1990/03/09 06:11:25.80,35.8880,-81.7130,7.00,2.00,Mc,9,192,26,0.20,SE,
1990/03/20 16:10:56.40,35.9980,-83.4670,14.40,1.60,Mc,15,110,13,0.20,SE,
1990/04/04 16:15:01.70,39.5220,-77.1030,10.00,1.70,Mc,7,236,121,0.30,SE,
1990/04/05 03:29:36.00,36.7620,-80.7530,12.70,0.80,Mc,11,208,38,0.30,SE,
1990/04/10 19:18:39.10,37.7610,-83.3950,8.20,2.30,Mc,34,224,131,0.40,SE,
1990/06/04 11:26:47.06,41.0980,-83.6380,5.00,2.50,Unk,8,,,0.84,NEI,199006044019
1990/06/11 18:07:24.70,35.5330,-83.5340,14.80,1.30,Mc,9,183,26,0.10,SE,
1990/06/17 11:23:58.30,37.4690,-78.2550,1.10,2.00,Mc,20,87,31,0.20,SE,
1990/07/08 14:58:07.00,36.5830,-83.4490,11.70,1.70,Mc,12,278,77,0.20,SE,
1990/07/21 13:32:49.70,36.4240,-82.1010,2.90,2.20,Mc,14,112,3,0.20,SE,
1990/08/03 10:38:24.80,35.9330,-82.3780,2.50,1.60,Mc,7,161,23,0.20,SE,
1990/08/04 11:16:47.90,36.3990,-83.5870,0.30,2.10,Mc,18,222,59,0.40,SE,
1990/08/08 12:30:55.80,35.8650,-81.7480,3.60,0.80,Mc,5,182,28,0.10,SE,
1990/08/30 06:40:19.80,37.3620,-80.4820,16.60,2.20,Mc,12,127,14,0.20,SE,
1990/09/12 07:38:41.00,36.0680,-83.7130,2.00,1.60,Mc,11,148,34,0.20,SE,
1990/09/23 21:06:18.60,36.3980,-82.4990,14.00,1.80,Mc,25,173,33,0.30,SE,
1990/10/07 01:32:20.40,36.0730,-81.9090,8.50,1.80,Mc,7,183,10,0.10,SE,
1990/10/09 21:16:32.00,37.2640,-80.7300,11.10,0.50,Mc,6,146,8,0.10,SE,
1990/10/11 10:38:47.20,35.8670,-83.6720,18.10,0.80,Mc,12,199,24,0.20,SE,
1990/11/09 08:00:51.30,37.5680,-77.6140,12.50,1.10,Mc,12,186,50,0.20,SE,
1990/12/14 18:32:13.00,37.8660,-77.6860,13.60,1.50,Mc,11,268,17,0.30,SE,
1990/12/17 07:22:48.50,41.9530,-80.1220,5.00,2.50,Unk,6,,,0.00,CLE,199012174024
1991/01/06 10:05:39.50,38.4590,-77.6290,23.10,1.00,Mc,9,317,38,0.30,SE,
1991/01/06 20:48:26.60,36.0830,-83.7340,13.90,1.10,Mc,6,163,16,0.20,SE,
1991/01/11 21:01:59.00,37.5100,-78.1900,9.60,2.00,Mc,16,132,32,0.20,SE,
1991/01/14 05:06:30.30,36.0800,-83.4320,10.50,1.90,Mc,17,104,22,0.20,SE,
1991/01/15 06:15:28.80,36.0550,-83.4230,11.50,1.80,Mc,13,172,19,0.20,SE,
1991/01/15 21:03:45.90,36.0740,-83.8040,13.00,2.50,Mc,29,90,14,0.20,SE,
1991/01/16 18:22:14.80,36.0750,-83.4230,6.30,2.00,Mc,20,102,40,0.10,SE,
1991/01/21 01:40:57.50,36.0850,-83.8480,10.00,0.70,Mc,10,169,13,0.30,SE,
1991/01/27 20:35:41.00,36.3910,-82.5440,19.50,1.80,Mc,5,179,29,0.00,SE,
1991/03/07 03:44:58.10,36.4190,-83.7600,17.60,2.40,Mc,37,99,22,0.30,SE,
1991/03/15 01:40:23.00,37.7250,-77.8830,5.20,1.30,Mc,11,201,21,0.20,SE,
1991/03/15 07:05:56.30,37.7380,-77.9090,10.40,0.40,Mc,11,196,19,0.30,SE,
1991/03/15 21:05:35.90,37.7720,-77.9310,14.70,0.10,Mc,7,257,16,0.30,SE,
1991/04/15 05:55:46.70,35.5910,-83.5900,4.30,2.20,Mc,14,108,35,0.20,SE,
1991/04/29 15:13:29.70,37.1710,-80.9090,16.70,1.60,Mc,12,134,9,0.20,SE,
1991/04/30 06:39:51.60,37.4500,-77.5880,10.80,1.40,Mc,14,185,52,0.20,SE,
1991/05/05 03:02:16.80,36.3360,-83.9490,23.40,1.90,Mc,21,139,18,0.20,SE,
1991/06/16 08:04:18.50,36.3750,-82.3030,1.00,1.90,Mc,16,163,18,0.20,SE,
1991/07/11 00:26:12.70,36.1470,-83.7640,6.90,1.70,Mc,8,156,9,0.10,SE,
1991/07/23 13:52:33.10,37.2630,-80.7430,8.90,0.30,Mc,7,267,7,0.10,SE,
1991/07/26 04:21:45.40,36.8850,-83.8470,6.30,1.80,Mc,20,250,76,0.30,SE,
1991/09/08 22:14:20.00,36.1540,-83.7790,9.10,1.70,Mc,13,63,8,0.20,SE,
1991/09/14 07:36:17.20,37.7660,-78.1380,10.50,2.30,Mc,16,113,4,0.40,SE,
1991/09/28 11:27:34.87,39.5640,-76.9790,5.00,2.40,Unk,5,,,0.64,NEI,199109284027
1991/09/29 12:21:35.00,39.8480,-75.0310,5.00,2.20,Unk,4,,,0.00,PAL,199109294027
1991/10/07 12:04:07.20,35.8620,-82.0500,25.80,2.40,Mc,11,198,35,0.30,SE,
1991/10/25 10:44:49.30,35.9730,-83.6750,5.70,1.70,Mc,12,115,29,0.30,SE,
1991/11/24 23:43:34.50,35.8670,-83.8650,19.10,1.60,Mc,6,157,25,0.10,SE,
1991/11/25 07:41:06.20,36.1170,-83.7430,13.30,1.70,Mc,7,227,13,0.10,SE,
1992/01/03 04:59:54.70,36.7790,-83.0400,9.70,2.40,Mc,15,203,59,0.10,SE,
1992/01/04 02:01:22.20,36.2770,-83.5210,5.70,2.00,Mc,22,89,33,0.20,SE,
1992/01/15 17:16:27.80,41.2390,-74.1600,7.00,2.50,Unk,2,,,0.00,PAL,199201154032
1992/01/18 01:01:55.40,35.9510,-80.0810,4.80,2.10,Mc,26,189,143,0.70,SE,
1992/02/10 18:30:15.20,37.2810,-80.8210,9.10,1.20,Mc,5,182,5,0.10,SE,
1992/02/19 14:10:32.30,37.9050,-78.0530,4.80,0.80,Mc,8,137,13,0.20,SE,
1992/03/07 10:30:43.70,35.9820,-83.9440,10.10,1.80,Mc,25,81,26,0.20,SE,
1992/03/18 01:45:40.60,35.8710,-83.6640,16.80,1.10,Mc,15,88,26,0.20,SE,
1992/03/22 04:28:48.70,37.6340,-78.5270,9.00,0.80,Mc,11,206,39,0.60,SE,
1992/03/29 20:16:48.20,37.3140,-81.1490,15.80,1.40,Mc,9,290,9,0.20,SE,
1992/04/07 10:43:22.90,36.3650,-82.9700,21.60,1.60,Mc,6,186,9,0.10,SE,
1992/05/06 21:20:23.90,38.1180,-81.0690,10.30,2.30,Mc,14,273,62,0.20,SE,
1992/05/19 08:45:05.80,36.7490,-80.7040,0.80,2.00,Mc,20,182,42,0.30,SE,
1992/05/31 04:36:02.20,36.1900,-82.8770,23.00,1.70,Mc,31,65,19,0.30,SE,
1992/06/14 11:27:39.80,36.1370,-83.9510,13.80,2.30,Mc,15,75,12,0.10,SE,
1992/06/27 18:55:16.10,37.7660,-78.4330,33.50,1.80,Mc,4,180,24,0.10,SE,
1992/06/28 05:21:45.80,36.6720,-83.6360,14.50,2.00,Mc,23,186,47,0.20,SE,
1992/07/04 02:54:27.80,37.1030,-83.5780,26.70,1.70,Mc,8,273,103,0.20,SE,
1992/07/04 16:23:18.90,36.1610,-83.7060,16.90,2.00,Mc,24,118,13,0.20,SE,
1992/10/06 17:05:47.46,43.3000,-71.5700,5.00,2.30,Unk,2,,,0.00,WES,199210064038
1992/11/18 09:37:07.10,36.0780,-83.7930,5.90,1.10,Mc,7,103,14,0.20,SE,
1992/11/24 02:26:50.70,37.4570,-80.8840,12.30,1.20,Mc,8,147,15,0.10,SE,
1992/12/25 18:33:13.90,36.7690,-80.7310,6.50,2.20,Mc,17,143,40,0.20,SE,
1993/02/19 21:37:06.50,36.6960,-81.1440,7.90,2.20,Mc,5,336,4,0.10,SE,
1993/02/20 01:10:13.30,36.2880,-83.6540,7.70,1.90,Mc,23,142,44,0.20,SE,
1993/02/26 21:13:33.81,39.8760,-74.9420,5.00,2.50,Unk,8,,,0.44,NEI,199302264040
1993/03/10 14:32:21.60,39.2330,-76.8820,5.00,2.50,Mc,11,,97,,SE,
1993/03/12 00:54:00.00,39.1900,-76.8700,,2.00,ML,,,,,SE,
1993/03/12 00:54:21.00,39.2000,-76.9000,5.00,2.00,Unk,3,,,0.00,MAC,199303124004
1993/03/16 07:59:00.00,39.1900,-76.8700,,1.80,ML,,,,,SE,
1993/03/16 07:59:24.00,39.2000,-76.9000,5.00,1.80,Unk,4,,,0.00,MAC,199303164029
1993/03/16 16:59:00.00,39.1900,-76.8700,,1.80,Mc,,,,,SE,
1993/03/19 05:50:00.00,39.1900,-76.8700,,1.00,Mc,,,,,SE,
1993/03/21 02:40:07.80,36.6430,-81.4230,1.00,1.70,Mc,7,179,24,0.30,SE,
1993/03/22 10:26:00.00,39.1900,-76.8700,,0.00,Mc,,,,,SE,
1993/04/03 08:27:06.20,37.4640,-78.3350,12.90,1.40,Mc,6,308,42,0.20,SE,
1993/04/04 17:31:29.47,39.1700,-76.8000,5.00,1.50,Unk,3,,,0.00,MAC,199304044034
1993/04/04 17:32:00.00,39.1900,-76.8700,,1.50,Mc,,,,,SE,
1993/04/04 17:33:00.00,39.1900,-76.8700,,1.50,Mc,,,,,SE,
1993/04/08 09:10:00.00,39.1900,-76.8700,,1.30,Mc,,,,,SE,
1993/04/15 06:34:56.40,35.8670,-83.6200,16.50,1.30,Mc,8,239,27,0.10,SE,
1993/05/11 02:36:16.20,40.3500,-76.0200,5.00,2.00,Unk,5,,,0.00,MAC,199305114008
1993/05/11 02:41:47.60,40.3500,-76.0200,5.00,2.30,Unk,6,,,0.00,MAC,199305114009
1993/05/11 02:42:32.50,40.3500,-76.0200,5.00,1.60,Unk,3,,,0.00,MAC,199305114010
1993/05/11 02:43:57.40,40.3500,-76.0200,5.00,2.20,Unk,6,,,0.00,MAC,199305114011
1993/05/13 07:03:03.00,40.3500,-76.0200,5.00,,Unk,3,,,0.00,MAC,199305134019
1993/05/18 09:45:24.39,40.3500,-76.0200,5.00,2.10,Unk,5,,,0.00,MAC,199305184051
1993/05/20 15:07:32.50,38.0860,-77.4350,11.10,2.40,Mc,15,162,14,0.20,SE,
1993/05/24 14:39:07.00,37.1750,-80.8110,10.10,2.10,Mc,12,159,16,0.20,SE,
1993/07/01 21:24:34.00,35.9720,-82.5190,2.40,2.30,Mc,18,207,53,0.30,SE,
1993/07/09 06:30:00.00,39.1900,-76.8700,,1.90,Mc,,,,,SE,
1993/07/09 06:31:01.40,39.2000,-76.9000,5.00,1.90,Unk,3,,,0.00,MAC,199307094011
1993/07/12 21:24:00.00,39.1900,-76.8700,,2.10,Mc,,,,,SE,
1993/07/28 02:33:55.22,42.6080,-71.4050,1.80,2.30,Unk,9,,,0.00,WES,199307284003
1993/08/01 08:49:43.20,36.0330,-83.4870,0.90,1.80,Mc,28,138,75,0.40,SE,
1993/09/16 10:16:06.40,36.3800,-82.8340,14.70,1.30,Mc,8,186,4,0.20,SE,
1993/10/03 06:24:58.00,36.8920,-83.7630,21.00,0.50,Mc,7,201,77,0.20,SE,
1993/10/28 06:00:00.00,39.2500,-76.7700,,2.10,Mc,,,,,SE,
1993/10/28 06:01:00.00,39.2500,-76.7700,,1.80,Mc,,,,,SE,
1993/11/08 18:47:00.00,39.7480,-75.5630,,1.70,Mc,6,,,,SE,
1993/11/17 15:35:00.00,39.1900,-76.8700,,1.70,Mc,,,,,SE,
1993/11/27 17:43:00.00,39.1900,-76.8700,,1.50,Mc,,,,,SE,
1993/12/19 05:50:07.30,37.5490,-78.1940,14.70,1.90,Mc,8,197,28,0.20,SE,
1993/12/30 07:17:24.20,38.0620,-83.9030,10.00,1.20,ML,,,,,NM,
1994/02/01 16:17:52.60,36.0730,-83.6580,9.20,1.70,Mc,17,153,22,0.20,SE,
1994/02/04 07:40:32.40,38.2360,-80.7590,10.90,2.10,Mc,10,331,72,0.20,SE,
1994/02/27 22:34:19.30,37.2820,-80.7610,1.50,0.80,Mc,8,142,5,0.30,SE,
1994/02/27 22:36:42.90,37.2790,-80.7600,2.10,1.10,Mc,8,141,5,0.30,SE,
1994/04/16 20:10:12.20,35.7520,-83.9680,1.80,1.50,Mc,17,171,35,0.30,SE,
1994/04/18 22:21:26.00,35.9870,-83.8280,5.10,2.20,Mc,14,129,24,0.20,SE,
1994/04/23 09:09:00.00,39.7510,-75.5470,,2.00,Mc,,,,,SE,
1994/05/07 05:31:35.97,40.3120,-76.0390,5.00,2.50,Unk,10,,,0.92,NEI,199405074006
1994/05/18 05:18:55.00,40.0000,-76.2000,5.00,2.40,Unk,3,,,0.00,MAC,199405184012
1994/06/09 08:01:48.50,36.1000,-83.6900,15.20,2.30,Mc,10,119,18,0.20,SE,
1994/06/19 08:36:41.30,38.3390,-80.6400,5.00,1.70,Mc,11,278,85,0.60,SE,
1994/07/09 22:13:40.10,39.0620,-83.2700,5.00,2.50,ML,,,,,NM,
1994/09/10 11:30:10.40,37.6450,-78.5170,1.30,1.40,Mc,8,238,38,0.30,SE,
1995/01/08 05:08:02.90,40.3000,-76.0000,5.00,2.50,Unk,7,,,0.00,MAC,199501084009
1995/02/09 19:14:00.70,37.4510,-80.2840,18.30,2.30,Mc,8,277,29,0.20,SE,
1995/03/21 18:25:09.60,36.1520,-82.7220,0.00,2.10,Mc,7,183,26,0.40,SE,
1995/04/15 23:37:13.30,37.2670,-77.8450,5.00,1.80,Mc,7,187,42,0.20,SE,
1995/10/17 02:12:28.60,39.7550,-75.5730,16.70,2.00,Mc,6,,5,0.10,SE,
1995/10/17 08:51:43.20,39.7560,-75.5440,17.40,2.00,Mc,6,,4,0.10,SE,
1995/12/20 16:32:02.70,39.7530,-75.5530,4.10,1.40,Mc,6,,5,0.10,SE,
1995/12/28 23:48:30.40,38.0840,-80.9680,13.10,2.50,Mc,6,287,87,0.10,SE,
1996/04/22 10:44:30.20,41.6800,-71.0620,5.00,2.50,ML,8,,,0.00,WES,199604221023
1996/06/14 03:52:11.40,39.7410,-75.5490,2.20,2.10,Mc,6,,6,0.10,SE,
1996/06/23 19:53:11.20,39.7450,-75.5530,0.10,1.70,Mc,6,,6,0.10,SE,
1996/07/25 06:08:24.40,37.0230,-81.0630,12.00,2.10,Mc,4,327,40,0.00,SE,
1996/08/07 03:45:40.00,37.2900,-80.6650,5.50,1.30,Mc,4,188,12,0.30,SE,
1996/08/11 09:11:21.30,37.7310,-80.6280,4.90,2.10,Mc,6,250,48,0.10,SE,
1996/10/17 11:43:27.98,39.7420,-76.0540,5.40,2.30,ML,5,,,0.00,PAL,199610172024
1996/11/20 22:46:31.10,37.8090,-77.5760,15.40,1.30,Mc,5,321,33,0.00,SE,
1996/12/22 05:56:17.25,39.2000,-76.9000,5.00,2.30,Mc,4,,,0.00,MAC,199612221023
1997/01/01 10:50:16.93,41.0090,-73.8578,6.22,1.00,Mc,11,226,4,0.10,LD,
1997/01/29 03:12:28.77,39.7337,-75.5493,1.00,1.40,Mc,6,209,6,0.06,LD,
1997/02/22 14:32:33.10,37.9210,-81.0270,5.00,2.00,Mc,4,343,70,0.10,SE,
1997/03/11 18:31:46.43,40.4093,-74.6278,5.00,,Unk,16,185,69,0.15,LD,
1997/03/11 18:58:58.33,40.3083,-74.9907,10.00,1.62,Mc,13,340,90,0.34,LD,
1997/03/15 05:56:36.40,38.3470,-80.4840,10.00,1.80,Mc,10,263,90,0.40,SE,
1997/03/24 08:24:03.10,36.3730,-83.4250,0.00,1.70,Mc,11,163,42,0.40,SE,
1997/03/29 10:16:57.10,37.0880,-81.9060,4.40,2.30,Mc,7,314,102,0.40,SE,
1997/04/11 08:02:20.70,35.8920,-83.5370,0.00,1.00,Mc,12,132,22,0.50,SE,
1997/04/16 01:29:44.45,39.7987,-75.5580,0.10,1.60,Mc,6,234,1,0.21,LD,
1997/04/27 20:50:24.30,36.7800,-83.3940,14.60,1.60,Mc,15,197,76,0.30,SE,
1997/05/25 06:23:35.09,40.8563,-73.9670,12.78,0.50,Mc,10,292,17,0.07,LD,
1997/05/27 02:38:54.10,36.1780,-82.4810,0.00,2.00,Mc,18,182,44,0.50,SE,
1997/05/27 04:54:19.00,36.0640,-83.6770,12.50,2.30,Mc,20,118,21,0.40,SE,
1997/06/08 09:42:04.10,36.0790,-83.6710,9.30,2.10,Mc,22,122,20,0.20,SE,
1997/06/11 01:50:59.90,37.2590,-83.3150,0.00,2.40,Mc,21,222,127,0.60,SE,
1997/06/16 05:43:16.63,40.0980,-76.9670,5.00,1.90,ML,8,,,1.01,NEI,199706161007
1997/06/27 20:58:25.01,40.9423,-74.5097,2.17,1.55,Mc,10,304,9,0.10,LD,
1997/07/12 13:35:04.40,37.2850,-80.8590,20.30,1.40,Mc,5,296,7,0.00,SE,
1997/07/15 17:29:48.87,40.4100,-74.5420,5.00,2.30,Mc,13,290,85,0.18,LD,
1997/07/24 07:49:44.20,37.6200,-77.7610,9.30,1.50,Mc,6,316,36,0.10,SE,
1997/07/27 15:10:43.20,38.4290,-77.9820,19.00,2.50,ML,6,309,50,0.10,SE,
1997/08/03 03:07:05.20,35.8810,-83.8230,16.40,1.40,Mc,13,163,35,0.20,SE,
1997/08/04 05:16:45.80,36.2650,-82.8670,0.00,1.70,Mc,13,165,56,0.70,SE,
1997/08/04 06:28:13.40,35.9630,-83.7110,19.70,1.80,Mc,17,93,29,0.20,SE,
1997/08/13 21:48:30.10,36.8710,-83.0180,16.80,2.50,Mc,22,175,105,0.50,SE,
1997/08/17 05:01:05.40,36.8970,-83.0960,0.00,2.50,Mc,22,143,102,0.60,SE,
1997/09/28 07:47:27.50,36.0770,-83.5880,15.20,1.80,Mc,15,131,27,0.10,SE,
1997/09/29 17:45:08.30,38.8160,-77.4450,2.50,2.50,ML,6,338,99,0.50,SE,
1997/10/13 07:00:42.70,36.1700,-83.1560,3.50,1.80,Mc,15,151,32,0.30,SE,
1997/10/18 11:43:30.74,41.0150,-76.7347,10.00,,Unk,6,351,191,1.89,LD,
1997/10/21 01:10:41.23,41.0032,-74.0863,14.34,0.50,Mc,8,184,14,0.14,LD,
1997/10/22 18:21:01.50,41.2428,-73.9885,0.81,,Unk,6,160,10,0.04,LD,
1997/10/24 03:32:29.78,40.7645,-74.0690,7.03,0.50,Mc,9,276,30,0.17,LD,
1997/10/24 18:37:53.54,41.2307,-73.9883,8.77,0.20,Mc,6,149,10,0.01,LD,
1997/10/30 06:42:22.80,36.7050,-80.8990,7.60,2.20,Mc,14,185,45,0.60,SE,
1997/10/30 15:59:40.50,36.7180,-80.9310,8.80,2.10,Mc,10,316,43,0.70,SE,
1997/11/19 19:46:02.20,35.7690,-83.7240,21.80,1.70,Mc,13,134,13,0.20,SE,
1997/12/02 02:34:00.80,36.0620,-83.7560,0.00,1.40,Mc,15,138,45,0.20,SE,
1997/12/15 17:53:06.85,40.9588,-75.8575,7.86,1.90,Mc,13,261,132,0.16,LD,
1997/12/23 21:07:07.00,36.9510,-83.6420,1.90,1.90,Mc,14,229,85,0.50,SE,
1997/12/27 07:44:46.70,37.9850,-79.9530,0.00,2.20,Mc,5,343,95,0.70,SE,
1998/01/08 04:35:23.48,41.7052,-72.8213,10.01,,Unk,10,347,74,1.12,LD,
1998/01/24 15:15:18.60,36.0880,-83.7910,14.90,1.20,Mc,8,198,13,0.10,SE,
1998/02/02 06:15:02.80,36.4160,-83.7230,5.00,1.30,Mc,10,247,26,0.80,SE,
1998/02/03 06:47:24.30,37.3100,-80.5020,30.50,0.50,Mc,6,188,13,0.10,SE,
