EVENTID  ,REPORTER ,STA  ,LAT     ,LON      ,ELEV   ,CHN,DIST  ,BAZ  ,ISCPHASE,REPPHASE,DATE      ,TIME       ,RES  ,TDEF,AMPLITUDE,PER  ,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,AUTHOR   ,TYPE  ,MAG 
   870589,ISC      ,SCP  , 40.7950, -77.8650,  352.0,???,  0.48, 31.0,P*      ,P/PKP   ,1964-02-13,19:46:47.05, -4.1,True,         ,     ,ISC      ,1964-02-13,19:46:42   , 40.4000, -78.2000, 15.0,    USCGS,mb    , 5.2
   870589,ISC      ,BR-  , 39.9242, -78.8447,  665.0,???,  0.69,226.0,P*      ,P/PKP   ,1964-02-13,19:46:55.01,  0.0,True,         ,     ,ISC      ,1964-02-13,19:46:42   , 40.4000, -78.2000, 15.0,    USCGS,mb    , 5.2
   870589,ISC      ,MRG  , 39.6331, -79.9544,  281.0,???,  1.55,241.0,PN      ,P/PKP   ,1964-02-13,19:47:10.04,  1.3,True,         ,     ,ISC      ,1964-02-13,19:46:42   , 40.4000, -78.2000, 15.0,    USCGS,mb    , 5.2
   870589,ISC      ,GEO  , 38.9000, -77.0667,   29.0,???,  1.73,149.0,PN      ,P/PKP   ,1964-02-13,19:47:09.00, -2.7,True,         ,     ,ISC      ,1964-02-13,19:46:42   , 40.4000, -78.2000, 15.0,    USCGS,mb    , 5.2
   870589,ISC      ,PAL  , 41.0055, -73.9079,   66.0,???,  3.32, 78.0,PN      ,P/PKP   ,1964-02-13,19:47:35.00,  0.7,True,         ,     ,ISC      ,1964-02-13,19:46:42   , 40.4000, -78.2000, 15.0,    USCGS,mb    , 5.2
   870589,ISC      ,BL-  , 37.7989, -81.3100,  610.0,???,  3.55,224.0,PN      ,P/PKP   ,1964-02-13,19:47:38.02,  0.6,True,         ,     ,ISC      ,1964-02-13,19:46:42   , 40.4000, -78.2000, 15.0,    USCGS,mb    , 5.2
   870589,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  3.63,209.0,PN      ,P/PKP   ,1964-02-13,19:47:44.04,  5.7,True,         ,     ,ISC      ,1964-02-13,19:46:42   , 40.4000, -78.2000, 15.0,    USCGS,mb    , 5.2
   870589,ISC      ,AAM  , 42.3012, -83.6567,  172.0,???,  4.52,297.0,PN      ,P/PKP   ,1964-02-13,19:47:52.00,  0.5,True,         ,     ,ISC      ,1964-02-13,19:46:42   , 40.4000, -78.2000, 15.0,    USCGS,mb    , 5.2
   867673,ISC      ,SCP  , 40.7950, -77.8650,  352.0,???,  1.21,301.0,PN      ,P/PKP   ,1964-05-12,06:45:33.09, -3.8,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   867673,ISC      ,GEO  , 38.9000, -77.0667,   29.0,???,  1.37,199.0,PN      ,P/PKP   ,1964-05-12,06:45:37.08, -2.2,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   867673,ISC      ,WAS  , 38.8925, -77.0331,    0.0,???,  1.37,198.0,PN      ,P/PKP   ,1964-05-12,06:45:37.00, -3.0,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   867673,ISC      ,BR-  , 39.9242, -78.8447,  665.0,???,  1.82,262.0,PN      ,P/PKP   ,1964-05-12,06:45:44.08, -1.6,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   867673,ISC      ,PAL  , 41.0055, -73.9079,   66.0,???,  2.13, 67.0,PN      ,PN      ,1964-05-12,06:45:48.00, -2.9,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   867673,ISC      ,DH-  , 42.2442, -74.8883,  652.0,???,  2.38, 30.0,PN      ,P/PKP   ,1964-05-12,06:45:50.09, -3.5,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   867673,ISC      ,FN-  , 38.5494, -79.5131,  910.0,???,  2.86,236.0,PN      ,P/PKP   ,1964-05-12,06:46:02.06,  1.3,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   867673,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  4.28,227.0,PN      ,P/PKP   ,1964-05-12,06:46:26.09,  5.5,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   867673,ISC      ,BL-  , 37.7989, -81.3100,  610.0,???,  4.45,239.0,PN      ,P/PKP   ,1964-05-12,06:46:30.03,  6.5,True,         ,     ,ISC      ,1964-05-12,06:45:17   , 40.2000, -76.5000, 33.0,    USCGS,mb    , 4.5
   864477,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  7.89,294.0,PN      ,P/PKP   ,1964-09-17,22:09:35.05, -3.5,True,         ,     ,USCGS    ,1964-09-17,22:07:40.20, 38.7000, -71.9000,  0.0,         ,      ,    
   864477,ISC      ,LND  , 43.0410, -81.1830,  246.0,???,  8.26,305.0,P       ,P/PKP   ,1964-09-17,22:09:39.00, -5.1,True,         ,     ,USCGS    ,1964-09-17,22:07:40.20, 38.7000, -71.9000,  0.0,         ,      ,    
   863029,ISC      ,BL-  , 37.7989, -81.3100,  610.0,???,  0.43, 21.0,Pg      ,P/PKP   ,1964-11-25,02:50:16.01,  2.6,True,         ,     ,USCGS    ,1964-11-25,02:50:05   , 37.4000, -81.5000,  0.0,    USCGS,mb    , 4.5
   863029,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  0.88,102.0,Pg      ,P/PKP   ,1964-11-25,02:50:24.09,  2.3,True,         ,     ,USCGS    ,1964-11-25,02:50:05   , 37.4000, -81.5000,  0.0,    USCGS,mb    , 4.5
   863029,ISC      ,CHC  , 35.9028, -79.0506,  149.0,???,  2.46,126.0,PN      ,P/PKP   ,1964-11-25,02:50:52.03,  5.3,True,         ,     ,USCGS    ,1964-11-25,02:50:05   , 37.4000, -81.5000,  0.0,    USCGS,mb    , 4.5
   863029,ISC      ,MLF  , 39.1374, -84.2774,  238.0,???,  2.79,309.0,PN      ,P/PKP   ,1964-11-25,02:50:52.08,  1.1,True,         ,     ,USCGS    ,1964-11-25,02:50:05   , 37.4000, -81.5000,  0.0,    USCGS,mb    , 4.5
   863029,ISC      ,BR-  , 39.9242, -78.8447,  665.0,???,  3.27, 39.0,PN      ,P/PKP   ,1964-11-25,02:51:01.03,  2.8,True,         ,     ,USCGS    ,1964-11-25,02:50:05   , 37.4000, -81.5000,  0.0,    USCGS,mb    , 4.5
   863029,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  4.09,  0.0,PN      ,P/PKP   ,1964-11-25,02:51:20.09, 10.8,True,         ,     ,USCGS    ,1964-11-25,02:50:05   , 37.4000, -81.5000,  0.0,    USCGS,mb    , 4.5
   863029,ISC      ,DH-  , 42.2442, -74.8883,  652.0,???,  7.02, 44.0,PN      ,P/PKP   ,1964-11-25,02:51:51.08,  0.2,True,         ,     ,USCGS    ,1964-11-25,02:50:05   , 37.4000, -81.5000,  0.0,    USCGS,mb    , 4.5
   860725,ISC      ,WES  , 42.3847, -71.3221,   60.0,???,  1.22,156.0,P*      ,P/PKP   ,1965-01-03,17:05:24.03, -0.3,True,         ,     ,ISC      ,1965-01-03,17:05:01   , 43.5000, -72.0000,  0.0,         ,      ,    
   858043,ISC      ,BL-  , 37.7989, -81.3100,  610.0,???,  0.73, 35.0,P*      ,P/PKP   ,1965-04-26,15:26:29.03, -6.1,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   858043,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  1.02, 89.0,P*      ,P/PKP   ,1965-04-26,15:26:37.04, -3.0,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   858043,ISC      ,CHC  , 35.9028, -79.0506,  149.0,???,  2.49,120.0,PN      ,P/PKP   ,1965-04-26,15:27:05.00,  2.7,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   858043,ISC      ,MRG  , 39.6331, -79.9544,  281.0,???,  2.79, 29.0,PN      ,P/PKP   ,1965-04-26,15:27:05.05, -1.1,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   858043,ISC      ,MLF  , 39.1374, -84.2774,  238.0,???,  2.80,314.0,PN      ,P/PKP   ,1965-04-26,15:27:06.00, -0.8,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   858043,ISC      ,BR-  , 39.9242, -78.8447,  665.0,???,  3.52, 39.0,PN      ,P/PKP   ,1965-04-26,15:27:25.02,  8.2,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   858043,ISC      ,WSC  , 39.0505, -77.1237,  120.0,???,  4.05, 61.0,PN      ,P/PKP   ,1965-04-26,15:27:28.08,  4.3,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   858043,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  4.29,  2.0,PN      ,P/PKP   ,1965-04-26,15:27:35.00,  7.1,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   858043,ISC      ,DH-  , 42.2442, -74.8883,  652.0,???,  7.27, 44.0,PN      ,P/PKP   ,1965-04-26,15:28:05.04, -4.6,True,         ,     ,ISC      ,1965-04-26,15:26:21   , 37.2000, -81.7000,  9.0,         ,      ,    
   855387,ISC      ,WAS  , 38.8925, -77.0331,    0.0,???,  2.62,308.0,PN      ,P/PKP   ,1965-07-15,14:16:51.00, -0.5,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,GEO  , 38.9000, -77.0667,   29.0,???,  2.64,308.0,PN      ,P/PKP   ,1965-07-15,14:16:51.01, -0.8,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,PHI  , 39.9589, -75.1750,    5.0,???,  2.72,347.0,PN      ,P/PKP   ,1965-07-15,14:16:57.08,  4.9,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,WSC  , 39.0505, -77.1237,  120.0,???,  2.77,310.0,PN      ,P/PKP   ,1965-07-15,14:16:49.08, -3.9,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,CHC  , 35.9028, -79.0506,  149.0,???,  4.00,251.0,PN      ,P/PKP   ,1965-07-15,14:17:10.07, -0.5,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  4.81,271.0,PN      ,P/PKP   ,1965-07-15,14:17:21.07, -1.0,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,WES  , 42.3847, -71.3221,   60.0,???,  5.59, 24.0,PN      ,P/PKP   ,1965-07-15,14:17:31.03, -2.4,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  6.93,309.0,PN      ,P/PKP   ,1965-07-15,14:17:52.01, -0.5,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,LND  , 43.0410, -81.1830,  246.0,???,  7.73,320.0,PN      ,P/PKP   ,1965-07-15,14:18:01.00, -2.8,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,CNN  , 39.1450, -84.4967,  203.0,???,  7.99,286.0,PN      ,P/PKP   ,1965-07-15,14:18:06.00, -1.5,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   855387,ISC      ,AAM  , 42.3012, -83.6567,  172.0,???,  8.70,308.0,P       ,P/PKP   ,1965-07-15,14:18:16.07, -0.6,True,         ,     ,ISC      ,1965-07-15,14:16:07.30, 37.3100, -74.3900,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,WAS  , 38.8925, -77.0331,    0.0,???,  2.67,309.0,PN      ,P/PKP   ,1965-09-16,19:51:54.00,  0.4,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,GEO  , 38.9000, -77.0667,   29.0,???,  2.70,308.0,PN      ,P/PKP   ,1965-09-16,19:51:53.05, -0.5,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,WSC  , 39.0505, -77.1237,  120.0,???,  2.82,310.0,PN      ,P/PKP   ,1965-09-16,19:51:54.06, -1.2,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,SCP  , 40.7950, -77.8650,  352.0,???,  4.48,324.0,PN      ,P/PKP   ,1965-09-16,19:52:19.06,  0.2,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  4.84,271.0,PN      ,P/PKP   ,1965-09-16,19:52:23.06, -0.8,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,MRG  , 39.6331, -79.9544,  281.0,???,  4.99,300.0,PN      ,P/PKP   ,1965-09-16,19:52:26.04, -0.2,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,WES  , 42.3847, -71.3221,   60.0,???,  5.64, 24.0,PN      ,P/PKP   ,1965-09-16,19:52:33.00, -2.7,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  6.98,310.0,PN      ,P/PKP   ,1965-09-16,19:52:54.02, -0.5,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   853884,ISC      ,AAM  , 42.3012, -83.6567,  172.0,???,  8.75,308.0,P       ,P/PKP   ,1965-09-16,19:53:21.00,  1.6,True,         ,     ,ISC      ,1965-09-16,19:51:08.60, 37.2500, -74.3600,  0.0,      ISC,mb    , 5.0
   850575,ISC      ,SCP  , 40.7950, -77.8650,  352.0,???,  2.11,172.0,PN      ,P/PKP   ,1966-01-01,13:24:17.06,  3.8,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,LND  , 43.0410, -81.1830,  246.0,???,  2.16,275.0,PN      ,P/PKP   ,1966-01-01,13:24:16.00,  1.5,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  2.82,241.0,PN      ,P/PKP   ,1966-01-01,13:24:25.03,  1.4,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,OGD  , 41.0875, -74.5958, -367.0,???,  3.27,123.0,PN      ,P/PKP   ,1966-01-01,13:24:30.05,  0.1,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,TRY  , 42.7311, -73.6669,  131.0,???,  3.38, 91.0,PN      ,P/PKP   ,1966-01-01,13:24:33.09,  2.0,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,PAL  , 41.0055, -73.9079,   66.0,???,  3.75,119.0,PN      ,PN      ,1966-01-01,13:24:38.00,  0.8,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,FOR  , 40.8631, -73.8856,   24.0,???,  3.84,121.0,PN      ,P/PKP   ,1966-01-01,13:24:39.00,  0.5,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,WSC  , 39.0505, -77.1237,  120.0,???,  3.94,167.0,PN      ,P/PKP   ,1966-01-01,13:24:39.05, -0.4,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,AAM  , 42.3012, -83.6567,  172.0,???,  4.04,263.0,PN      ,P/PKP   ,1966-01-01,13:24:40.00, -1.3,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,GEO  , 38.9000, -77.0667,   29.0,???,  4.10,167.0,PN      ,P/PKP   ,1966-01-01,13:24:42.00, -0.1,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,WES  , 42.3847, -71.3221,   60.0,???,  5.14, 93.0,PN      ,P/PKP   ,1966-01-01,13:24:56.06, -0.2,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,CNN  , 39.1450, -84.4967,  203.0,???,  5.91,233.0,PN      ,P/PKP   ,1966-01-01,13:25:08.00,  0.3,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  5.92,197.0,PN      ,P/PKP   ,1966-01-01,13:25:06.09, -1.0,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   850575,ISC      ,CHC  , 35.9028, -79.0506,  149.0,???,  7.00,185.0,PN      ,P/PKP   ,1966-01-01,13:25:22.03, -0.8,True,         ,     ,ISC      ,1966-01-01,13:23:38.10, 42.9000, -78.2500, 10.0,      ISC,mb    , 4.0
   847959,ISC      ,GEO  , 38.9000, -77.0667,   29.0,???,  1.61, 21.0,P       ,P/PKP   ,1966-05-31,06:19:26.06, -1.9,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   847959,ISC      ,WSC  , 39.0505, -77.1237,  120.0,???,  1.73, 18.0,P       ,P/PKP   ,1966-05-31,06:19:28.01, -2.1,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   847959,ISC      ,CHC  , 35.9028, -79.0506,  149.0,???,  1.79,215.0,P       ,P/PKP   ,1966-05-31,06:19:32.02,  1.1,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   847959,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  2.10,266.0,P       ,P/PKP   ,1966-05-31,06:19:31.01, -4.3,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   847959,ISC      ,FOR  , 40.8631, -73.8856,   24.0,???,  4.61, 40.0,P       ,P/PKP   ,1966-05-31,06:20:09.00, -2.0,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   847959,ISC      ,PAL  , 41.0055, -73.9079,   66.0,???,  4.70, 39.0,P       ,P/PKP   ,1966-05-31,06:20:14.05,  2.2,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   847959,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  5.00,326.0,P       ,P/PKP   ,1966-05-31,06:20:22.06,  6.1,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   847959,ISC      ,AAM  , 42.3012, -83.6567,  172.0,???,  6.65,319.0,P       ,P/PKP   ,1966-05-31,06:20:52.00, 12.4,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   847959,ISC      ,WES  , 42.3847, -71.3221,   60.0,???,  7.04, 43.0,P       ,P/PKP   ,1966-05-31,06:20:43.05, -1.5,True,         ,     ,ISC      ,1966-05-31,06:19:02   , 37.4000, -77.8000, 48.0,    USCGS,mb    , 3.1
   845908,ISC      ,GEO  , 38.9000, -77.0667,   29.0,???,  3.20,314.0,PN      ,P/PKP   ,1966-07-29,04:37:17.04, -0.1,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,WSC  , 39.0505, -77.1237,  120.0,???,  3.33,316.0,PN      ,P/PKP   ,1966-07-29,04:37:20.05,  1.1,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,CHC  , 35.9028, -79.0506,  149.0,???,  4.05,260.0,PN      ,P/PKP   ,1966-07-29,04:37:30.00,  0.4,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,FOR  , 40.8631, -73.8856,   24.0,???,  4.16,  3.0,PN      ,P/PKP   ,1966-07-29,04:37:32.05,  1.3,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,PAL  , 41.0055, -73.9079,   66.0,???,  4.30,  2.0,PN      ,P/PKP   ,1966-07-29,04:37:30.03, -2.9,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,BLA  , 37.2113, -80.4205,  634.0,???,  5.06,278.0,PN      ,P/PKP   ,1966-07-29,04:37:42.09, -1.1,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,MRG  , 39.6331, -79.9544,  281.0,???,  5.44,304.0,PN      ,P/PKP   ,1966-07-29,04:37:51.02,  1.9,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,WES  , 42.3847, -71.3221,   60.0,???,  6.08, 20.0,PN      ,P/PKP   ,1966-07-29,04:37:55.06, -2.7,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  7.48,312.0,PN      ,P/PKP   ,1966-07-29,04:38:20.00,  2.0,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,LND  , 43.0410, -81.1830,  246.0,???,  8.33,322.0,P       ,P/PKP   ,1966-07-29,04:38:27.00, -2.9,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   845908,ISC      ,AAM  , 42.3012, -83.6567,  172.0,???,  9.24,310.0,P       ,P/PKP   ,1966-07-29,04:38:44.05,  2.0,True,         ,     ,ISC      ,1966-07-29,04:36:25.10, 36.7000, -74.1300,  1.0,      ISC,mb    , 4.6
   836449,ISC      ,MLF  , 39.1374, -84.2774,  238.0,???,  1.31,250.0,P       ,P/PKP   ,1967-04-08,05:40:56.00, -1.8,True,         ,     ,ISC      ,1967-04-08,05:40:35   , 39.6000, -82.7000, 64.0,    USCGS,mb    , 4.2
   836449,ISC      ,BGO  , 41.3781, -83.6592,  212.0,???,  1.92,338.0,P       ,P/PKP   ,1967-04-08,05:41:03.09, -2.2,True,         ,     ,ISC      ,1967-04-08,05:40:35   , 39.6000, -82.7000, 64.0,    USCGS,mb    , 4.2
   836449,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  2.09, 25.0,P       ,P/PKP   ,1967-04-08,05:41:05.02, -3.2,True,         ,     ,ISC      ,1967-04-08,05:40:35   , 39.6000, -82.7000, 64.0,    USCGS,mb    , 4.2
   836449,ISC      ,MRG  , 39.6331, -79.9544,  281.0,???,  2.12, 88.0,P       ,P/PKP   ,1967-04-08,05:41:05.06, -3.3,True,         ,     ,ISC      ,1967-04-08,05:40:35   , 39.6000, -82.7000, 64.0,    USCGS,mb    , 4.2
   836449,ISC      ,AAM  , 42.3012, -83.6567,  172.0,???,  2.79,345.0,P       ,P/PKP   ,1967-04-08,05:41:18.00, -0.4,True,         ,     ,ISC      ,1967-04-08,05:40:35   , 39.6000, -82.7000, 64.0,    USCGS,mb    , 4.2
   836449,ISC      ,LND  , 43.0410, -81.1830,  246.0,???,  3.62, 18.0,P       ,P/PKP   ,1967-04-08,05:41:33.00,  3.0,True,         ,     ,ISC      ,1967-04-08,05:40:35   , 39.6000, -82.7000, 64.0,    USCGS,mb    , 4.2
   836449,ISC      ,WSC  , 39.0505, -77.1237,  120.0,???,  4.36, 95.0,P       ,P/PKP   ,1967-04-08,05:41:39.00, -1.4,True,         ,     ,ISC      ,1967-04-08,05:40:35   , 39.6000, -82.7000, 64.0,    USCGS,mb    , 4.2
   834449,ISC      ,SCB  , 43.7167, -79.2333,  153.0,???,  1.08,318.0,P*      ,P/PKP   ,1967-06-13,19:09:14.00, -0.6,True,         ,     ,ISC      ,1967-06-13,19:08:53.80, 42.9200, -78.2300,  5.0,      ISC,mb    , 4.0
   834449,ISC      ,SCP  , 40.7950, -77.8650,  352.0,???,  2.14,173.0,PN      ,P/PKP   ,1967-06-13,19:09:31.06,  1.0,True,         ,     ,ISC      ,1967-06-13,19:08:53.80, 42.9200, -78.2300,  5.0,      ISC,mb    , 4.0
   834449,ISC      ,CLE  , 41.4888, -81.5321,  328.0,???,  2.84,241.0,PN      ,P/PKP   ,1967-06-13,19:09:43.09,  3.3,True,         ,     ,ISC      ,1967-06-13,19:08:53.80, 42.9200, -78.2300,  5.0,      ISC,mb    , 4.0
   834449,ISC      ,OGD  , 41.0875, -74.5958, -367.0,???,  3.27,123.0,PN      ,P/PKP   ,1967-06-13,19:09:47.01,  0.4,True,         ,     ,ISC      ,1967-06-13,19:08:53.80, 42.9200, -78.2300,  5.0,      ISC,mb    , 4.0
   834449,ISC      ,TRY  , 42.7311, -73.6669,  131.0,???,  3.36, 92.0,PN      ,P/PKP   ,1967-06-13,19:09:52.07,  4.7,True,         ,     ,ISC      ,1967-06-13,19:08:53.80, 42.9200, -78.2300,  5.0,      ISC,mb    , 4.0
