EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG ,,,
603237799,NEIC     ,8/25/2011,15:27:47,37.945,-77.898,4.7,TRUE  ,CERI     ,MD    ,,,,
,,,,,,,,,,,,,
2.4,,,,,,,,,,,,,
17029776,ISC      ,8/25/2011,55:52.6,42.7075,-74.098,17.3,      ,LDO      ,ML ,,,,
,,,,,,,,,,,,,
   ,2.5,,,,,,,,,,,,
17029779,OTT      ,8/26/2011,55:19.8,42.7026,-74.0873,5,TRUE  ,,,,,,
,,,,,,,,,,,,,
OTT      ,MN    ,2.4,LDO      ,ML    ,2.2,,,,,,,,
17030327,NEIC     ,8/26/2011,52:22.7,37.888,-77.939,,,,,,,,
,,,,,,,,,,,,,
0.1,TRUE  ,CERI     ,MD    ,2.1,,,,,,,,,
17267559,NEIC     ,8/27/2011,9:02:29,37.94,-,,,,,,,,
,,,,,,,,,,,,,
77.989,5,TRUE  ,CERI     ,MD    ,2,,,,,,,,
17032516,NEIC     ,8/28/2011,18:05.3,,,,,,,,,,
,,,,,,,,,,,,,
37.937,-77.965,6.7,TRUE  ,CERI     ,MD    ,2.2,,,,,,,
17340999,NEIC     ,8/29/2011,,,,,,,,,,,
,,,,,,,,,,,,,
1:06:36,37.936,-77.985,4.7,TRUE  ,CERI     ,MD    ,2.3,,,,,,
603237824,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
8/29/2011,3:15:21,37.939,-77.987,4.1,TRUE  ,NEIC     ,MN    ,2.3,,,,,
17340998,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
8/29/2011,4:19:26,37.936,-77.988,4.2,TRUE  ,NEIC     ,MN    ,2.2,,,,,
17342771,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
8/29/2011,23:39:50,37.965,-77.934,6.3,TRUE  ,CERI     ,MD    ,2.1,,,,,
17341002,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,8/30/2011,13:26:50,37.92,-77.982,5.9,TRUE  ,CERI     ,MD    ,2.1,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17341008,NEIC     ,8/31/2011,13:44:10,37.923,-77.883,2.1,TRUE  ,CERI     ,MD    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17197879,OTT      ,9/3/2011,36:56.6,43.4955,-79.4956,5,TRUE  ,OTT      ,MN    ,2.4,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
603334755,NEIC     ,9/5/2011,16:54:24,37.945,-77.97,5.1,TRUE  ,CERI     ,MD    ,2.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17386869,NEIC     ,9/6/2011,03:16.8,37.924,-77.88,2.6,TRUE  ,CERI     ,MD    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
603334772,NEIC     ,9/7/2011,56:43.6,37.959,-77.946,6.1,TRUE  ,CERI     ,MD    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17237653,NEIC     ,9/16/2011,17:39.5,37.937,-77.987,4.6,TRUE  ,CERI     ,MD    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17506873,NEIC     ,9/17/2011,33:08.3,37.928,-77.988,5,TRUE  ,CERI     ,MD    ,2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17242727,NEIC     ,9/17/2011,37:37.7,37.974,-77.827,3.2,TRUE  ,CERI     ,MD    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17279634,NEIC     ,9/19/2011,4:58:43,37.977,-77.831,2.6,TRUE  ,CERI     ,MD    ,2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17273010,OTT      ,9/26/2011,06:09.9,41.1182,-80.7048,5,TRUE  ,LDO      ,ML    ,2.4,,,
,,,,,,,,,,,,,
OGSO     ,MN    ,2.5,,,,,,,,,,,
17316200,ISC      ,9/30/2011,52:37.4,41.1628,-80.6936,3.7,      ,LDO      ,,,,,
,,,,,,,,,,,,,
ML    ,2.5,,,,,,,,,,,,
17328504,OTT      ,10/4/2011,06:44.2,43.4175,-78.345,5,TRUE  ,OTT      ,,,,,
,,,,,,,,,,,,,
MN    ,2.3,,,,,,,,,,,,
17332865,NEIC     ,10/5/2011,18:49.2,37.935,-77.993,3.8,TRUE  ,CERI     ,,,,,
,,,,,,,,,,,,,
MD    ,2.5,SLM      ,MW    ,2.2,,,,,,,,,
17340765,NEIC     ,10/9/2011,53:24.1,37.948,-77.977,3.5,TRUE  ,,,,,,
,,,,,,,,,,,,,
CERI     ,MD    ,2.4,,,,,,,,,,,
17338184,NEIC     ,10/10/2011,04:53.3,37.919,-77.966,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,NEIC     ,MN    ,2.2,,,,,,,,,,
603341676,NEIC     ,10/19/2011,0:02:44,37.946,-,,,,,,,,
,,,,,,,,,,,,,
77.951,3.1,TRUE  ,CERI     ,MD    ,2.3,SLM      ,MW    ,2.5,,,,,
17391479,ISC      ,10/20/2011,,,,,,,,,,,
,,,,,,,,,,,,,
41:08.6,41.0898,-80.6809,7.7,      ,LDO      ,ML    ,2.2,,,,,,
603341703,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
10/26/2011,2:34:04,36.207,-83.29,6.9,TRUE  ,CERI     ,MD    ,1.7,,,,,
17503094,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,11/3/2011,50:31.9,37.947,-77.966,6.1,TRUE  ,CERI     ,MD    ,2.3,,,,
17545707,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,11/19/2011,12:24.4,37.941,-77.945,2.2,      ,NEIC     ,MN    ,2.4,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17595138,NEIC     ,11/20/2011,1:06:38,37.931,-77.936,5,TRUE  ,NEIC     ,MN    ,2.3,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
600089684,NEIC     ,11/21/2011,17:02.6,37.951,-77.969,5.2,TRUE  ,CERI     ,MD    ,1.9,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
603356299,NEIC     ,11/21/2011,5:25:25,37.943,-78.129,5.3,TRUE  ,CERI     ,MD    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
600000151,OTT      ,11/28/2011,29:03.2,43.3636,-79.7522,5,TRUE  ,OTT      ,MN    ,,,,
,,,,,,,,,,,,,
2.3,,,,,,,,,,,,,
600005143,OTT      ,11/28/2011,10:58.5,43.4093,-78.4206,5,TRUE  ,,,,,,
,,,,,,,,,,,,,
OTT      ,MN    ,2.4,,,,,,,,,,,
603356373,NEIC     ,11/30/2011,29:23.5,37.943,-77.986,,,,,,,,
,,,,,,,,,,,,,
12.5,      ,NEIC     ,MD    ,2.1,,,,,,,,,
602866355,OTT      ,12/1/2011,31:00.7,43.0633,-,,,,,,,,
,,,,,,,,,,,,,
80.8377,0,TRUE  ,OTT      ,MN    ,2.2,,,,,,,,
600221531,NEIC     ,12/5/2011,41:28.6,,,,,,,,,,
,,,,,,,,,,,,,
37.958,-78,1.2,TRUE  ,CERI     ,MD    ,1.9,,,,,,,
603394176,NEIC     ,12/9/2011,,,,,,,,,,,
,,,,,,,,,,,,,
22:10:55,37.771,-77.643,16.3,TRUE  ,CERI     ,MD    ,2.2,,,,,,
603394192,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
12/12/2011,47:48.1,37.969,-77.885,2.8,TRUE  ,CERI     ,MD    ,2.1,,,,,
603394195,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,12/12/2011,57:00.4,37.959,-77.999,1.3,TRUE  ,CERI     ,MD    ,2,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
600096384,ISC      ,12/24/2011,24:57.2,41.1287,-80.7481,10,TRUE  ,LDO      ,ML    ,2.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
603394247,NEIC     ,12/24/2011,7:30:05,37.917,-78.004,4.2,TRUE  ,CERI     ,MD    ,2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
603838728,NEIC     ,1/8/2012,14:25:55,37.925,-77.988,4.6,TRUE  ,CERI     ,MD    ,1.9,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
600190207,OTT      ,1/11/2012,12:51.3,42.4972,-73.8937,0,TRUE  ,OTT      ,MN    ,,,,
,,,,,,,,,,,,,
2.4,,,,,,,,,,,,,
600204792,OTT      ,1/13/2012,29:33.2,41.095,-80.6969,5,TRUE  ,OTT      ,,,,,
,,,,,,,,,,,,,
MN    ,2.4,,,,,,,,,,,,
603838783,NEIC     ,1/13/2012,23:18:05,37.883,-77.984,5.5,TRUE  ,,,,,,
,,,,,,,,,,,,,
NEIC     ,MN    ,2.3,,,,,,,,,,,
603838829,NEIC     ,1/18/2012,08:29.1,37.951,-77.956,1.2,,,,,,,
,,,,,,,,,,,,,
TRUE  ,CERI     ,MD    ,2.5,,,,,,,,,,
603838830,NEIC     ,1/18/2012,19:55.2,37.91,-77.996,,,,,,,,
,,,,,,,,,,,,,
5.5,TRUE  ,CERI     ,MD    ,2,,,,,,,,,
603838832,NEIC     ,1/18/2012,03:21.7,37.934,-,,,,,,,,
,,,,,,,,,,,,,
77.98,4.9,TRUE  ,NEIC     ,MN    ,2.5,,,,,,,,
602869013,OTT      ,1/24/2012,53:00.5,,,,,,,,,,
,,,,,,,,,,,,,
40.9946,-83.2701,0,TRUE  ,OTT      ,MN    ,2.2,,,,,,,
602869550,OTT      ,,,,,,,,,,,,
,,,,,,,,,,,,,
2/9/2012,10:16.9,43.2958,-80.1115,0,TRUE  ,OTT      ,MN    ,2,,,,,
602870141,,,,,,,,,,,,,
,,,,,,,,,,,,,
OTT      ,2/23/2012,06:32.5,43.0525,-80.9427,0,TRUE  ,OTT      ,MN    ,2.2,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
600784041,NEIC     ,2/27/2012,59:04.1,37.782,-77.561,12.7,TRUE  ,CERI     ,MD    ,1.9,,,
6,,,,,,,,,,,,,
,,,,,,,,,,,,,
738972,NEIC     ,2/28/2012,5:15:00,37.92,-77.995,3.7,TRUE  ,CERI     ,MD    ,1.8,,,
6,,,,,,,,,,,,,
,,,,,,,,,,,,,
794077,NEIC     ,3/16/2012,30:48.1,37.503,-78.172,7.8,TRUE  ,NEIC     ,MN    ,2.3,,,
6,,,,,,,,,,,,,
,,,,,,,,,,,,,
818869,ISC      ,3/23/2012,37:20.8,42.7681,-77.8231,5.3,      ,OTT      ,MN    ,2.5,LDO      ,ML    ,
,,,,,,,,,,,,,
2.5,OTT      ,MN    ,2.5,,,,,,,,,,
600849920,NEIC     ,4/3/2012,00:54.1,37.91,-77.996,6.3,TRUE  ,CERI     ,MD    ,2.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
601119740,NEIC     ,4/11/2012,39:12.7,35.798,-83.838,19.4,TRUE  ,CERI     ,MN    ,2.2,,,
,,,,,,,,,,,,,
CERI     ,LG    ,2.2,,,,,,,,,,,
601134093,NEIC     ,5/1/2012,58:15.1,37.996,-77.543,9.4,TRUE  ,CERI     ,MD ,,,,
,,,,,,,,,,,,,
   ,2.1,,,,,,,,,,,,
601456317,NEIC     ,6/4/2012,05:01.7,37.696,-78.014,9.4,TRUE  ,CERI     ,,,,,
,,,,,,,,,,,,,
MD    ,2,,,,,,,,,,,,
602540359,NEIC     ,7/1/2012,04:11.4,37.975,-77.824,1.4,TRUE  ,CERI     ,,,,,
,,,,,,,,,,,,,
MD    ,2,,,,,,,,,,,,
601706340,NEIC     ,7/31/2012,43:01.1,37.818,-77.862,5,TRUE  ,NEIC     ,,,,,
,,,,,,,,,,,,,
MN    ,2.4,,,,,,,,,,,,
601532908,OTT      ,8/8/2012,06:30.4,43.288,-82.0025,18,TRUE  ,,,,,,
,,,,,,,,,,,,,
OTT      ,MN    ,2.2,,,,,,,,,,,
601626176,NEIC     ,8/21/2012,17:52:30,35.709,-82.851,,,,,,,,
,,,,,,,,,,,,,
4.1,TRUE  ,CERI     ,MD    ,2.2,ANF      ,ML    ,2.4,CERI     ,MD    ,2.2,,,
601712949,ISC      ,9/7/2012,,,,,,,,,,,
,,,,,,,,,,,,,
56:33.0,41.9104,-83.0399,1,      ,OGSO     ,MN    ,2.1,OTT      ,MN    ,2.5,OTT      ,MN    ,2.5
,,,,,,,,,,,,,
,,,,,,,,,,,,,
601699559,NEIC     ,9/8/2012,58:27.2,41.035,-73.543,4.3,TRUE  ,LDO      ,ML    ,2.1,,,
6,,,,,,,,,,,,,
,,,,,,,,,,,,,
1734494,NEIC     ,9/15/2012,51:16.7,39.509,-77.19,6,TRUE  ,LDO      ,ML    ,2.2,,,
6,,,,,,,,,,,,,
,,,,,,,,,,,,,
1997376,NEIC     ,10/7/2012,39:13.8,37.722,-77.755,15.2,TRUE  ,CERI     ,MD    ,2.2,,,
6,,,,,,,,,,,,,
,,,,,,,,,,,,,
1997459,NEIC     ,10/8/2012,28:43.6,37.309,-83.505,9.8,TRUE  ,CERI     ,MD    ,2.3,ANF      ,ML    ,1.9
,,,,,,,,,,,,,
CERI     ,MD    ,2.3,,,,,,,,,,,
601851588,NEIC     ,10/26/2012,34:58.5,43.356,-78.634,5,TRUE  ,LDO      ,ML    ,2.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
602054256,NEIC     ,11/5/2012,6:19:11,41.075,-74.222,5,TRUE  ,LDO      ,ML    ,2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
601991663,NEIC     ,11/10/2012,51:24.5,37.141,-83.053,15.6,TRUE  ,CERI     ,MD    ,,,,
,,,,,,,,,,,,,
2.1,ANF      ,ML    ,2,CERI     ,MD    ,2.1,,,,,,,
601883920,NEIC     ,11/10/2012,37:07.8,37.144,-83.056,13.5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,CERI     ,MD    ,2.5,CERI     ,MD    ,2.5,,,,,,,
602056132,NEIC     ,11/10/2012,06:52.2,,,,,,,,,,
,,,,,,,,,,,,,
37.154,-83.052,14.4,TRUE  ,CERI     ,MD    ,2.3,ANF      ,ML    ,2,CERI     ,MD    ,2.3,
601993870,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
11/23/2012,13:21.0,39.789,-75.016,5,TRUE  ,LDO      ,ML    ,2.2,,,,,
602060017,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,11/24/2012,56:04.8,35.913,-83.497,8.9,TRUE  ,CERI     ,MD    ,2.5,ANF      ,ML    ,2.2,CERI     
,,,,,,,,,,,,,
MD    ,2.5,,,,,,,,,,,,
602210430,NEIC     ,11/28/2012,52:02.4,37.578,-83.108,19.6,TRUE  ,CERI     ,MD    ,2,ANF      ,ML ,
,,,,,,,,,,,,,
   ,2.1,CERI     ,MD    ,2,,,,,,,,,
