emw,lon(dE),lat(dN),dp(km),y,m,d,h,m,s,mwsig,nstar,comment
4.98,-110.5,40.5,0,1950,1,18,1,55,51,0.333,1.342,USH|5.30ukPAS
3.68,-92.7,37.7,0,1950,2,8,10,37,0,0.24,1.165,NCE|4.0lg
3.28,-95.2,46.1,0,1950,2,15,10,5,0,0.24,1.165,NCE|3.6mb
3.05,-71.5,43.05,0,1950,2,24,13,4,5.2,0.46,1.752,NCE|3.0ml
3.86,-74.5,46,0,1950,3,6,16,14,11.8,0.46,1.752,NCE|4.0ml
3.48,-97.1,33.5,0,1950,3,20,13,24,0,0.24,1.165,NCE|3.8mb
2.87,-73.6,41,0,1950,3,29,14,43,0,0.22,1.137,NCE|lnfa=06.6
4.59,-75.7,48,0,1950,4,14,18,20,0,0.4,1.528,J94|4.59mwd
3.48,-84.2,39.8,0,1950,4,20,0,0,0,0.24,1.165,NCE|3.8mb
2.88,-89.9,36.5,0,1950,5,1,15,30,0,0.24,1.165,NCE|3.2mb
3.88,-84,35.8,0,1950,6,19,4,19,0,0.24,1.165,NCE|4.2mb
4.06,-64.89,47.877,18,1950,6,29,9,13,0,0.156,1.06,SSC|TMP05332
4.15,-68.1,49.9,0,1950,6,29,9,13,33,0.24,1.165,NCE|4.3mn
3.21,-70.25,47.33,0,1950,8,4,6,45,21,0.46,1.752,NCE|3.2ml
3.86,-74.72,45.2,0,1950,8,4,14,29,28.7,0.46,1.752,NCE|4.0ml
3.48,-89.9,35.7,0,1950,9,17,5,48,0,0.24,1.165,NCE|3.8mb
2.79,-70.1,47.6,0,1950,9,28,10,59,0,0.203,1.104,SSC|TMP05338
3.05,-77.12,45.82,0,1950,10,29,5,59,26,0.46,1.752,NCE|3.0ml
3.13,-78.3,37.7,0,1950,11,26,7,45,0,0.22,1.137,NCE|lnfa=07.7
3.15,-72.5,41.5,0,1951,1,26,3,27,0,0.22,1.137,NCE|lnfa=07.8
2.68,-80,32.9,0,1951,3,4,2,55,0,0.5,1.94,NCE|io=04.0
3.35,-77.6,37.6,0,1951,3,9,7,0,0,0.5,1.94,NCE|io=05.0
2.58,-72.2,42.2,0,1951,3,31,3,50,0,0.22,1.137,NCE|lnfa=05.3
3.75,-71.53,41.52,5,1951,6,10,17,20,37.7,0.24,1.165,NCE|3.9lg
4.08,-103.04,35.22,1,1951,6,20,18,37,11.1,0.24,1.165,NCE|4.4lg
4.05,-67.5,50,0,1951,6,28,1,3,57,0.24,1.165,NCE|4.2mn
3.29,-71.37,47.2,0,1951,7,25,0,22,51.5,0.46,1.752,NCE|3.3ml
3.29,-74.67,45.93,0,1951,8,8,9,36,24.1,0.46,1.752,NCE|3.3ml
3.19,-73.86,41.36,0,1951,9,3,21,26,0,0.3,1.269,SSC|3.40mwm(TblB2
4.15,-66.25,49.3,0,1951,9,19,8,19,38,0.24,1.165,NCE|4.3mn
3.28,-89.9,38.7,0,1951,9,20,2,38,0,0.24,1.165,NCE|3.6mb
2.65,-70.1,41.3,0,1951,9,21,17,23,0,0.515,1.886,SSC|TMP05361
3.62,-75.37,46.22,0,1951,9,25,15,45,0,0.46,1.752,NCE|3.7ml
3.7,-74.73,45.27,0,1951,10,25,7,7,52.8,0.46,1.752,NCE|3.8ml
2.72,-70.5,44.3,0,1951,10,28,12,58,0,0.222,1.125,SSC|TMP05365
3.74,-73.55,44.92,0,1951,11,6,17,54,0,0.352,1.389,SSC|3.74mwa(TblB3
2.68,-75.5,40.6,0,1951,11,23,6,45,0,0.5,1.94,NCE|io=04.0
3.05,-81.4,41.6,0,1951,12,3,7,2,0,0.24,1.165,NCE|3.2mb
3.08,-90.3,35.6,0,1951,12,18,2,2,0,0.24,1.165,NCE|3.4mb
2.68,-80,32.9,0,1951,12,30,7,55,0,0.5,1.94,NCE|io=04.0
2.69,-74.124,45.442,18,1951,12,31,20,15,0,0.156,1.06,SSC|TMP05377
3.08,-88.5,40.2,0,1952,1,7,22,21,0,0.24,1.165,NCE|3.4mb
2.75,-77.095,47.198,18,1952,1,24,9,29,0,0.156,1.06,SSC|TMP05379
4.26,-73.2,44.5,0,1952,1,30,4,0,0,0.46,1.752,NCE|4.5ml
2.84,-70.5,46.9,0,1952,2,2,10,55,0,0.203,1.104,SSC|TMP05384
2.77,-86.9,33.5,0,1952,2,6,15,12,0,0.245,1.154,SSC|TMP05387
3.29,-69.38,46.33,0,1952,2,18,20,56,7,0.46,1.752,NCE|3.3ml
3.88,-89.5,36.4,0,1952,2,20,22,34,39,0.24,1.165,NCE|4.2mb
3.62,-70.2,46.8,0,1952,2,26,0,56,0,0.46,1.752,NCE|3.7ml
3.7,-76.17,47.1,0,1952,3,17,4,14,41,0.46,1.752,NCE|3.8ml
3.95,-69.88,47.83,0,1952,3,30,13,11,7,0.24,1.165,NCE|4.1mn
4.9,-97.92,35.8,0,1952,4,9,16,29,0,0.22,1.137,BHb|4.9mwd
3.58,-97.8,35.4,0,1952,4,11,20,30,0,0.24,1.165,NCE|3.9mb
3.7,-70.58,47.47,0,1952,4,19,2,50,52.8,0.46,1.752,NCE|3.8ml
3.62,-78.5,47,0,1952,4,26,4,59,0,0.46,1.752,NCE|3.7ml
2.65,-105,33,0,1952,5,22,4,20,0,0.515,1.886,SSC|TMP05412
3.28,-89.7,36.6,0,1952,5,28,9,54,14,0.24,1.165,NCE|3.6mb
2.68,-82.3,36.3,0,1952,6,11,20,20,0,0.5,1.94,NCE|io=04.0
3.48,-97.8,35.4,0,1952,6,16,0,30,0,0.24,1.165,NCE|3.8mb
3.78,-82.02,39.64,9,1952,6,20,9,38,8.6,0.24,1.165,NCE|4.1lg
4.38,-89.6,36.2,0,1952,7,16,23,48,10,0.24,1.165,NCE|4.7mb
3.28,-97.8,35.4,0,1952,7,17,0,30,0,0.24,1.165,NCE|3.6mb
4.1,-75.84,46.87,1,1952,7,19,1,16,17.2,0.46,1.752,NCE|4.3ml
3.48,-97.8,35.4,0,1952,8,14,21,40,0,0.24,1.165,NCE|3.8mb
2.65,-105.3,42.5,0,1952,8,22,3,5,0,0.515,1.886,SSC|TMP05425
2.94,-74.5,43,0,1952,8,25,0,7,0,0.22,1.137,NCE|lnfa=06.9
3.01,-78.5,38.1,0,1952,9,11,3,15,0,0.226,1.13,SSC|TMP05429
3.48,-96.5,35.1,0,1952,10,8,4,15,0,0.24,1.165,NCE|3.8mb
3.79,-69.8,47.8,0,1952,10,14,22,3,0,0.3,1.269,SSC|4.00mwm(TblB2
3.08,-89.6,36.2,0,1952,10,17,4,16,18,0.24,1.165,NCE|3.4mb
3.48,-93.7,30.1,0,1952,10,17,15,48,0,0.24,1.165,NCE|3.8mb
2.76,-71.2,43.6,0,1952,10,26,9,5,0,0.365,1.424,SSC|2.76mwa(TblB3
3.48,-103.5,44.1,0,1952,11,15,0,0,0,0.24,1.165,NCE|3.8mb
2.68,-84.6,30.6,0,1952,11,18,20,12,0,0.5,1.94,NCE|io=04.0
2.83,-80,32.9,0,1952,11,19,0,0,0,0.22,1.137,NCE|lnfa=06.4
3.65,-81,43.8,0,1952,12,25,0,0,0,0.24,1.165,NCE|3.8mb
3.78,-89.8,35.9,0,1952,12,25,4,23,24,0.24,1.165,NCE|4.1mb
3.08,-89.6,36.7,0,1952,12,28,16,59,0,0.24,1.165,NCE|3.4mb
4.45,-66,49.07,0,1953,1,24,9,58,37,0.24,1.165,NCE|4.6mn
3.48,-89.5,36,0,1953,1,26,23,18,0,0.24,1.165,NCE|3.8mb
3.3,-78.1,37.7,0,1953,2,7,7,5,0,0.22,1.137,NCE|lnfa=08.4
3.48,-89.5,36.5,0,1953,2,17,11,5,0,0.24,1.165,NCE|3.8mb
2.68,-89.8,36.1,0,1953,2,17,11,45,0,0.5,1.94,NCE|io=04.0
3.08,-89.5,36,0,1953,2,19,5,5,0,0.24,1.165,NCE|3.4mb
3.45,-74.43,48.07,0,1953,2,28,6,24,2.5,0.46,1.752,NCE|3.5ml
3.08,-97.9,35.4,0,1953,3,16,12,50,0,0.24,1.165,NCE|3.4mb
3.88,-98,35.6,0,1953,3,17,14,25,0,0.24,1.165,NCE|4.2mb
2.68,-81.4,28.6,0,1953,3,26,0,0,0,0.5,1.94,NCE|io=04.0
2.74,-73.5,41.1,0,1953,3,27,8,50,0,0.22,1.137,NCE|lnfa=06.0
3.85,-73.08,43.76,1,1953,3,31,12,58,33.4,0.24,1.165,NCE|4.0lg
3.62,-73.5,44.7,0,1953,4,26,1,17,0,0.46,1.752,NCE|3.7ml
3.08,-89.2,37,0,1953,5,6,7,50,0,0.24,1.165,NCE|3.4mb
3.48,-82.1,39.7,0,1953,5,7,23,32,0,0.24,1.165,NCE|3.8mb
2.67,-71.1,44,0,1953,5,11,6,13,0,0.22,1.137,NCE|lnfa=05.7
3.48,-90.3,35.6,0,1953,5,12,18,50,0,0.24,1.165,NCE|3.8mb
3.48,-96.7,34.7,0,1953,6,6,17,40,0,0.24,1.165,NCE|3.8mb
3.65,-83.6,41.7,0,1953,6,12,0,0,0,0.24,1.165,NCE|3.8mb
3.06,-74,41,0,1953,8,17,4,22,50,0.22,1.137,NCE|lnfa=07.4
3.78,-90.1,38.8,0,1953,9,11,18,26,28,0.24,1.165,NCE|4.1mb
4.25,-65.2,49.1,0,1953,9,14,22,52,57,0.24,1.165,NCE|4.4mn
2.68,-83.9,36,0,1953,10,11,4,0,0,0.5,1.94,NCE|io=04.0
3.48,-83.9,36,0,1953,11,10,15,45,0,0.24,1.165,NCE|3.8mb
2.61,-72.874,45.811,18,1953,11,28,15,47,0,0.156,1.06,SSC|TMP05489
2.85,-84,36,0,1953,12,5,13,45,0,0.22,1.137,NCE|lnfa=06.5
3.28,-102.9,45.2,0,1953,12,21,22,43,0,0.24,1.165,NCE|3.6mb
3.28,-89.1,38.6,0,1953,12,30,22,0,0,0.24,1.165,NCE|3.6mb
3.48,-99.3,43.1,0,1953,12,31,20,30,0,0.24,1.165,NCE|3.8mb
3.48,-83.2,37.3,0,1954,1,1,2,30,0,0.24,1.165,NCE|3.8mb
4.38,-83.7,36.6,0,1954,1,2,3,25,0,0.24,1.165,NCE|4.7mb
2.67,-76,40.3,0,1954,1,7,7,25,0,0.22,1.137,NCE|lnfa=05.7
2.95,-68.23,49.17,0,1954,1,10,21,4,30,0.24,1.165,NCE|3.1mn
2.83,-84,36,0,1954,1,14,0,0,0,0.22,1.137,NCE|lnfa=06.4
3.18,-89.4,36,0,1954,1,17,7,15,0,0.24,1.165,NCE|3.5mb
3.35,-105.5,41.5,0,1954,1,20,20,50,1,0.5,1.94,NCE|io=05.0
3.88,-84.4,35.3,0,1954,1,23,1,0,0,0.24,1.165,NCE|4.2mb
3.08,-77.3,42.9,0,1954,1,31,12,30,0,0.22,1.137,NCE|lnfa=07.5
3.29,-76.65,43.03,0,1954,2,1,0,37,50,0.46,1.752,NCE|3.3ml
4.08,-90.3,36.7,0,1954,2,2,16,53,0,0.24,1.165,NCE|4.4mb
3.7,-70.25,47.6,0,1954,2,7,20,24,16,0.46,1.752,NCE|3.8ml
2.65,-72.6,42.2,0,1954,2,13,0,0,0,0.515,1.886,SSC|TMP05533
3.45,-70.62,47.67,0,1954,2,21,9,0,37,0.46,1.752,NCE|3.5ml
2.65,-96.4,35.1,5,1954,4,1,0,0,0,0.515,1.886,SSC|TMP05541
3.48,-96.4,35,0,1954,4,11,0,0,0,0.24,1.165,NCE|3.8mb
4.1,-76.12,47,6,1954,4,12,21,22,0.1,0.46,1.752,NCE|4.3ml
3.11,-73.5,44.7,0,1954,4,21,15,45,0,0.22,1.137,NCE|lnfa=07.6
3.94,-79.2,43.1,0,1954,4,27,2,14,8,0.46,1.752,NCE|4.1ml
4.08,-90,35.1,0,1954,4,27,4,9,0,0.24,1.165,NCE|4.4mb
2.96,-74.2,45,0,1954,5,20,22,0,0,0.361,1.413,SSC|2.96mwa(TblB3
2.64,-75.179,46.823,18,1954,6,26,7,44,0,0.156,1.06,SSC|TMP05550
3.62,-70.12,47,0,1954,6,30,7,41,7,0.46,1.752,NCE|3.7ml
3.45,-70.7,42.81,0,1954,7,29,19,56,0,0.354,1.394,SSC|3.45mwa(TblB3
3.48,-87.3,38.5,0,1954,8,9,0,0,0,0.24,1.165,NCE|3.8mb
2.68,-76,40.3,0,1954,8,11,3,40,0,0.5,1.94,NCE|io=04.0
3.45,-68.37,49.03,0,1954,9,8,1,29,53,0.24,1.165,NCE|3.6mn
4.34,-75.66,47.18,28,1954,9,11,18,55,55.6,0.46,1.752,NCE|4.6ml
2.65,-76,40.3,0,1954,9,24,11,0,0,0.515,1.886,SSC|TMP05559
3.05,-71.3,42.7,0,1954,10,7,0,0,0,0.46,1.752,NCE|3.0ml
3.25,-74.6,44.6,0,1954,12,13,3,53,0,0.356,1.399,SSC|3.25mwa(TblB3
2.68,-82.2,36.6,0,1955,1,6,20,30,0,0.5,1.94,NCE|io=04.0
4.05,-88.6,47.1,0,1955,1,7,5,0,0,0.24,1.165,NCE|4.2mb
3.48,-84,35.8,0,1955,1,12,17,25,0,0.24,1.165,NCE|3.8mb
3.35,-78.4,37.3,0,1955,1,17,12,37,0,0.22,1.137,NCE|lnfa=08.6
2.67,-76,40.3,0,1955,1,20,3,0,0,0.22,1.137,NCE|lnfa=05.7
3.54,-73.8,43,0,1955,1,21,8,40,0,0.257,1.171,SSC|TMP05577
4.18,-89.83,36.07,8,1955,1,25,7,24,39.1,0.24,1.165,NCE|4.5lg
3.86,-70.5,47.67,0,1955,2,1,12,40,27,0.46,1.752,NCE|4.0ml
2.53,-70.713,47.316,18,1955,2,1,12,45,0,0.156,1.06,SSC|TMP05586
4.08,-89.1,30.4,0,1955,2,1,14,45,0,0.24,1.165,NCE|4.4mb
4.15,-107,40.5,0,1955,2,10,17,30,0,0.25,1.18,NCE|4.3ml
3.28,-98.6,41.3,0,1955,2,25,1,45,0,0.24,1.165,NCE|3.6mb
3.68,-89.5,36,0,1955,3,29,9,3,0,0.24,1.165,NCE|4.0mb
3.53,-79.3,51.58,0,1955,4,4,3,17,7,0.46,1.752,NCE|3.6ml
3.98,-89.78,38.23,11,1955,4,9,13,1,23.3,0.24,1.165,NCE|4.3lg
2.68,-88.6,37.7,0,1955,4,11,10,50,0,0.24,1.165,NCE|3.0mb
3.45,-81.4,41.3,0,1955,5,26,18,9,0,0.24,1.165,NCE|3.6mb
3.08,-88.9,38.1,0,1955,5,30,0,0,0,0.24,1.165,NCE|3.4mb
3.45,-81.4,41.3,0,1955,6,29,1,16,33,0.24,1.165,NCE|3.6mb
3.05,-79.63,43.77,0,1955,6,29,1,17,40,0.46,1.752,NCE|3.0ml
2.89,-80.6,48.5,0,1955,7,1,1,37,0,0.203,1.104,SSC|TMP05608
3.35,-78.3,42.9,0,1955,8,16,7,35,0,0.5,1.94,NCE|io=05.0
3.88,-89.5,36,0,1955,9,6,1,45,0,0.24,1.165,NCE|4.2mb
3.48,-89.5,36.4,0,1955,9,24,18,45,0,0.24,1.165,NCE|3.8mb
3.3,-81.3,36.6,0,1955,9,28,7,1,41.5,0.22,1.137,NCE|lnfa=08.4
3.45,-73.9,45.22,0,1955,10,7,18,9,52,0.46,1.752,NCE|3.5ml
3.37,-70.2,48.93,0,1955,10,20,21,31,6,0.46,1.752,NCE|3.4ml
3.45,-75.87,46.5,0,1955,11,1,7,45,52,0.46,1.752,NCE|3.5ml
3.85,-63.5,50.58,0,1955,11,21,16,10,41,0.24,1.165,NCE|4.0mn
2.65,-103.7,38.2,0,1955,11,28,5,25,13,0.515,1.886,SSC|TMP05626
3.88,-89.5,36,0,1955,12,13,7,43,0,0.24,1.165,NCE|4.2mb
2.68,-82.4,34.3,0,1956,1,5,8,0,0,0.5,1.94,NCE|io=04.0
3.98,-98.35,37.58,29,1956,1,6,11,58,7.4,0.24,1.165,NCE|4.3lg
3.48,-94.8,29.3,0,1956,1,7,23,30,0,0.333,1.342,SRA|3.80mfaBAR
3.29,-75.47,45.67,0,1956,1,10,12,8,18,0.46,1.752,NCE|3.3ml
2.65,-102.6,37.9,0,1956,1,14,18,49,0,0.515,1.886,SSC|TMP05638
2.88,-89.7,36.1,0,1956,1,24,5,0,0,0.24,1.165,NCE|3.2mb
4.22,-84,40.5,0,1956,1,27,11,3,27,0.25,1.18,NCE|4.4ml
3.68,-89.8,35.76,16,1956,1,29,4,44,15.5,0.24,1.165,NCE|4.0lg
3.62,-71.17,47.05,0,1956,1,30,9,43,13,0.46,1.752,NCE|3.7ml
3.13,-74.82,45.45,0,1956,2,2,19,24,16,0.46,1.752,NCE|3.1ml
3.68,-97.3,35.4,0,1956,2,16,23,30,0,0.24,1.165,NCE|4.0lg
3.13,-75.38,44.85,0,1956,3,6,23,38,10,0.46,1.752,NCE|3.1ml
3.38,-90.4,40.5,0,1956,3,13,15,5,0,0.333,1.342,SRA|3.70mfaBAR
3.48,-95.6,34.2,0,1956,4,2,16,3,18,0.24,1.165,NCE|3.8lg
2.68,-82.4,34.3,0,1956,5,19,19,0,0,0.5,1.94,NCE|io=04.0
2.68,-82.4,34.3,0,1956,5,27,23,25,0,0.5,1.94,NCE|io=04.0
3.78,-76.43,47.1,0,1956,6,15,0,53,37,0.46,1.752,NCE|3.9ml
3.65,-87.7,43.6,0,1956,7,18,21,30,0,0.24,1.165,NCE|3.8mb
3.15,-73.78,44.7,0,1956,7,27,1,34,0,0.357,1.402,SSC|3.15mwa(TblB3
3.45,-66.17,49.42,0,1956,8,3,12,52,9,0.24,1.165,NCE|3.6mn
2.85,-74.6,44.9,0,1956,8,3,22,11,0,0.245,1.154,SSC|TMP05667
3.78,-83.79,36.44,5,1956,9,7,13,35,50.8,0.24,1.165,NCE|4.1lg
3.78,-84,35.5,0,1956,9,7,13,49,29,0.24,1.165,NCE|4.1mb
2.88,-86.7,35.8,0,1956,9,9,21,45,0,0.24,1.165,NCE|3.2mb
3.48,-88.4,31.9,0,1956,9,27,14,15,0,0.24,1.165,NCE|3.8mb
3.48,-87.9,42.9,0,1956,10,13,0,0,0,0.24,1.165,NCE|3.8mb
3.37,-69,48.25,0,1956,10,27,14,40,6,0.46,1.752,NCE|3.4ml
3.88,-89.7,36.1,0,1956,10,29,9,23,44,0.24,1.165,NCE|4.2mb
3.92,-95.8,36.2,0,1956,10,30,10,36,21,0.25,1.18,USH|4.00mlSLM
3.86,-75.42,45.96,1,1956,11,4,11,53,29.2,0.46,1.752,NCE|4.0ml
2.77,-74.707,46.113,18,1956,11,16,7,17,0,0.156,1.06,SSC|TMP05683
4.08,-90.39,36.91,1,1956,11,26,4,12,43.3,0.24,1.165,NCE|4.4lg
2.65,-107,48.4,0,1956,12,2,21,30,0,0.515,1.886,SSC|TMP05686
2.53,-74.184,45.151,18,1956,12,28,1,41,0,0.156,1.06,SSC|TMP05687
3.28,-88.8,43.5,0,1957,1,8,16,0,0,0.24,1.165,NCE|3.6mb
3.68,-83.7,36.6,0,1957,1,25,18,15,0,0.24,1.165,NCE|4.0mb
2.86,-68.745,47.629,18,1957,2,19,5,18,0,0.365,1.375,SSC|TMP05693
3.45,-69.93,48.4,0,1957,2,19,5,18,33,0.46,1.752,NCE|3.5ml
2.68,-74.9,44.9,0,1957,2,20,15,45,0,0.5,1.94,NCE|io=04.0
3.98,-94.7,32.6,0,1957,3,19,16,37,38,0.24,1.165,NCE|4.3mb
2.86,-74.8,40.6,0,1957,3,23,19,2,0,0.363,1.418,SSC|2.86mwa(TblB3
2.98,-88.4,37,0,1957,3,26,8,27,6,0.24,1.165,NCE|3.3mb
3.88,-86.72,33.77,5,1957,4,23,9,23,39,0.24,1.165,NCE|4.2lg
3.06,-72,44.42,0,1957,4,24,0,41,59,0.22,1.137,NCE|lnfa=07.4
4.19,-70.26,43.54,0,1957,4,26,11,40,0,0.3,1.269,SSC|4.40mwm(TblB2
2.67,-73.867,46.533,18,1957,5,13,8,7,0,0.156,1.06,SSC|TMP05709
3.78,-82.14,35.8,5,1957,5,13,14,24,51.1,0.24,1.165,NCE|4.1lg
2.6,-74.316,45.962,18,1957,5,25,12,27,0,0.203,1.104,SSC|TMP05711
3.88,-84.1,35.95,5,1957,6,23,6,34,16,0.24,1.165,NCE|4.2mb
3.65,-81.3,42.9,0,1957,6,29,11,25,9,0.24,1.165,NCE|3.8mb
4.28,-82.7,35.6,0,1957,7,2,9,33,1,0.24,1.165,NCE|4.6mb
3.08,-83.8,38.7,0,1957,7,23,13,3,0,0.24,1.165,NCE|3.4mb
3.62,-67.08,46.58,0,1957,8,4,12,40,58,0.46,1.752,NCE|3.7ml
3.86,-70.42,47.48,0,1957,8,6,23,50,38,0.46,1.752,NCE|4.0ml
3.29,-70.12,46.73,0,1957,8,17,1,30,7,0.46,1.752,NCE|3.3ml
3.48,-89.5,36.2,0,1957,8,17,23,0,0,0.24,1.165,NCE|3.8mb
3.05,-76.17,44.8,0,1957,8,21,2,40,33,0.46,1.752,NCE|3.0ml
3.13,-69.9,48.42,0,1957,10,9,14,16,58,0.46,1.752,NCE|3.1ml
3.95,-64.87,50.5,0,1957,10,16,19,13,27,0.24,1.165,NCE|4.1mn
3.21,-78.75,46.38,0,1957,10,27,8,48,27,0.46,1.752,NCE|3.2ml
2.68,-84,36,0,1957,11,7,17,15,0,0.5,1.94,NCE|io=04.0
3.45,-69.55,48.67,0,1957,11,13,20,49,19,0.46,1.752,NCE|3.5ml
3.68,-83.5,35,0,1957,11,24,20,6,17,0.24,1.165,NCE|4.0mb
2.65,-74.8,45,0,1957,11,30,6,27,0,0.46,1.752,SRA|2.50mlEPB
2.88,-98.2,43.8,0,1957,12,3,7,30,0,0.24,1.165,NCE|3.2mb
4.18,-87.9,38.4,0,1958,1,8,2,41,43,0.244,1.153,SSC|TMP05734
2.68,-74.9,44.9,0,1958,1,11,16,36,0,0.5,1.94,NCE|io=04.0
3.45,-81.3,45,0,1958,1,24,17,10,0,0.46,1.752,NCE|3.5ml
3.78,-89.7,36.1,0,1958,1,26,16,55,37,0.24,1.165,NCE|4.1mb
3.88,-89.2,37.1,0,1958,1,28,5,56,40,0.24,1.165,NCE|4.2mb
2.51,-75.449,46.495,18,1958,2,2,1,54,0,0.156,1.06,SSC|TMP05742
2.73,-75.3,44.8,0,1958,2,12,13,29,54,0.46,1.752,SRA|2.60mlEPB
3.78,-76.03,46.9,0,1958,3,1,17,41,49,0.46,1.752,NCE|3.9ml
3.15,-77.8,34.2,0,1958,3,5,11,53,43,0.22,1.137,NCE|lnfa=07.8
3.13,-77.13,46,0,1958,3,19,6,39,25,0.46,1.752,NCE|3.1ml
3.37,-67.12,45.55,0,1958,3,23,22,4,17,0.46,1.752,NCE|3.4ml
3.28,-89.2,36.3,0,1958,4,8,22,25,33,0.24,1.165,NCE|3.6mb
3.28,-89.5,36.4,0,1958,4,26,7,30,0,0.24,1.165,NCE|3.6mb
3.62,-70.32,48.57,0,1958,5,6,16,2,49,0.46,1.752,NCE|3.7ml
4.65,-76.818,47.092,0,1958,5,14,17,41,0,0.25,1.18,J94|4.65mwd
2.68,-82.6,35.6,0,1958,5,16,22,30,0,0.5,1.94,NCE|io=04.0
3.48,-90.4,35.5,0,1958,5,20,1,25,0,0.24,1.165,NCE|3.8mb
3.21,-71.4,46.7,0,1958,7,18,23,56,27,0.46,1.752,NCE|3.2ml
4.18,-79.5,43,0,1958,7,22,1,46,40,0.46,1.752,NCE|4.4ml
3.7,-75.8,46.57,0,1958,7,25,3,45,11,0.46,1.752,NCE|3.8ml
3.05,-70.3,47.32,0,1958,7,27,8,58,0,0.46,1.752,NCE|3.0ml
3.65,-80,43.13,0,1958,8,4,20,25,58,0.24,1.165,NCE|3.8mb
2.68,-106,41.1,0,1958,8,7,0,46,43,0.5,1.94,NCE|io=04.0
3.45,-70.38,47.93,0,1958,8,8,22,15,3,0.24,1.165,NCE|3.6mn
3.78,-69.38,48.6,0,1958,8,12,3,22,12,0.46,1.752,NCE|3.9ml
3.53,-79,43,0,1958,8,22,14,25,5,0.46,1.752,NCE|3.6ml
3.86,-70.2,43.6,0,1958,9,19,17,45,0,0.46,1.752,NCE|4.0ml
3.7,-69.27,48.38,0,1958,9,29,10,45,29,0.46,1.752,NCE|3.8ml
3.62,-73.73,45.18,0,1958,9,30,0,13,58,0.46,1.752,NCE|3.7ml
3.35,-82.7,34.5,0,1958,10,20,6,16,0,0.5,1.94,NCE|io=05.0
3.94,-68,49.6,0,1958,10,21,9,32,51,0.46,1.752,NCE|4.1ml
2.68,-81.9,37.2,5,1958,10,23,2,29,44.3,0.24,1.165,NCE|3.0lg
3.48,-90.1,29.9,0,1958,11,6,23,8,0,0.24,1.165,NCE|3.8mb
4.08,-88.01,38.44,5,1958,11,8,2,41,12.6,0.24,1.165,NCE|4.4lg
2.98,-91.2,30.5,0,1958,11,19,18,15,0,0.24,1.165,NCE|3.3mb
2.68,-71.7,44,0,1958,11,21,23,30,0,0.5,1.94,NCE|io=04.0
3.62,-69.82,46.98,0,1958,12,23,23,14,16,0.46,1.752,NCE|3.7ml
3.08,-90.3,38.7,0,1959,1,6,15,7,0,0.24,1.165,NCE|3.4mb
3.48,-98.1,44.9,0,1959,1,12,13,0,0,0.24,1.165,NCE|3.8mb
3.48,-89.5,36.3,0,1959,1,21,15,35,0,0.24,1.165,NCE|3.8mb
3.65,-81,43,0,1959,2,9,0,0,0,0.24,1.165,NCE|3.8mb
4.18,-100.9,35.5,0,1959,2,10,20,5,0,0.24,1.165,NCE|4.5mb
2.98,-89.5,36.1,0,1959,2,13,8,37,0,0.24,1.165,NCE|3.3mb
2.76,-73.3,41.9,0,1959,4,13,21,20,0,0.365,1.424,SSC|2.76mwa(TblB3
3.45,-70.33,47.12,0,1959,4,16,16,36,25,0.46,1.752,NCE|3.5ml
3.48,-80.68,37.39,1,1959,4,23,20,58,39.5,0.24,1.165,NCE|3.8lg
3.78,-76.45,46.55,0,1959,5,21,9,38,51,0.46,1.752,NCE|3.9ml
3.45,-79.2,48.8,0,1959,5,24,10,52,0,0.46,1.752,NCE|3.5ml
3.28,-84.3,35.4,0,1959,6,13,1,15,0,0.24,1.165,NCE|3.6mb
3.68,-96.7,34.7,0,1959,6,15,12,45,0,0.24,1.165,NCE|4.0mb
3.88,-98.06,34.64,5,1959,6,17,10,27,10.6,0.24,1.165,NCE|4.2lg
3.01,-80.7,37.3,0,1959,7,7,23,17,0,0.22,1.137,NCE|lnfa=07.2
3.62,-96.7,34.8,5,1959,7,15,12,45,0,0.206,1.107,SSC|TMP05811
3.08,-89.8,35.9,0,1959,7,20,8,15,26,0.24,1.165,NCE|3.4mb
3.94,-68.32,48.42,0,1959,8,1,13,52,49,0.46,1.752,NCE|4.1ml
4.08,-80.13,33.05,1,1959,8,3,6,8,36.8,0.24,1.165,NCE|4.4lg
3.48,-86.56,34.79,5,1959,8,12,18,6,1.4,0.24,1.165,NCE|3.8lg
3.03,-80.7,37.3,0,1959,8,21,17,20,0,0.22,1.137,NCE|lnfa=07.3
3.21,-70.78,46.95,0,1959,8,22,3,52,30,0.46,1.752,NCE|3.2ml
3.78,-68.2,50.18,0,1959,9,25,1,36,30,0.46,1.752,NCE|3.9ml
3.48,-93.1,29.8,0,1959,10,15,15,45,0,0.24,1.165,NCE|3.8mb
3.58,-80.2,34.5,0,1959,10,27,2,7,28,0.22,1.137,NCE|lnfa=09.5
3.08,-89.34,36.03,5,1959,12,21,16,23,39.6,0.24,1.165,NCE|3.4lg
4.15,-106.2,41.1,0,1959,12,25,9,50,0,0.25,1.18,NCE|4.3ml
3.62,-75.67,46.97,0,1960,1,20,20,7,40,0.46,1.752,NCE|3.7ml
2.98,-89.5,36,0,1960,1,28,21,38,0,0.24,1.165,NCE|3.3mb
3.29,-70.38,47.8,0,1960,2,6,0,44,2,0.46,1.752,NCE|3.3ml
